sample_id,reference,hypothesis,wer,cer
445,Ɛtumi sesa asɛmfua bi asɛmfuakuo firi baako mu kɔ foforɔ mu.,ɛtumi sesa asɛmfoɔ bi asɛmfo akuo firi baako mokɔ foforɔm,0.6364,0.102
446,Ɛtumi sesa adeyɛ bi kabea.,ɛtumi sesa adeyɛ bi kabea,0.0,0.0
448,Ɛtumi sesa asɛmfua bi kabea firi kabea baako mu kɔ foforɔ mu.,ɛtumi sesa asɛmfoɔ abikabea firi kabia baako mu kɔ foforɔ mu,0.3333,0.0612
449,Mmataho tumi sesa asɛmfua (edin) firi baakofoɔ mu kɔ dodoɔ kabea mu.,mataho tumi sesa asimfoat ka ban diri bua ti tso firi baakufo mu kɔ dodoɔ ka bea mu,0.9167,0.3889
450,Mmataho ho nimdeɛ boa ma yɛtumi sopɛ nsɛmfua sane sua yɛn kasa no yie.,bla tahohonimde boa a mayɛtumi so pɛ nsɛmfo asa ne so a yɛnkasa no yie,0.9286,0.1071
453,Ɛtumi sesa edin ma no dane edin nkyerɛkyerɛmu.,etu mi sisa edin ma nodane edin nkyerɛkyerɛ mu,0.875,0.0526
454,Ɛtumi sesa edin a yɛhunu ma no dane edin a yɛnhunu.,ɛtumi sɛ sɛ ɛdin ayɛhunu ma no dane edin ayɛnhunu,0.5455,0.075
455,Ɛtumi sesa edin nkyerɛkyerɛmu ma no dane edin.,ɛtumi sesa ɛdin nkyerɛkyerɛ mu ma nodane din,0.75,0.0526
456,Ɛtumi sesa adeyɛ ma no dane edin nkyerɛkyerɛmu.,atumi sesa adeyɛ ma no dane edin nkyerɛkyerɛ mu,0.375,0.0256
457,Ɛtumi sesa adeyɛ ma no dane edin.,atumi sesa adeyɛ ma no dane ɛdin,0.2857,0.0769
476,Kofi ne Amma kɔ afuom.,aniena pii ba ta pia a daga pibapia aneyadafi,1.8,1.9412
477,Mekɔɔ bi nanso manni bi.,mekɔbi nanso ma ne bi,0.8,0.1579
478,"Ɔnni sika nti, obiara mpɛ no yɔnkoɔ.",one sika nti obiara mmpɛ no yɔnkɔɔ,0.4286,0.1786
479,"Barima kyei bɛba oo, ɔmma oo, yɛbɛsua adeɛ.",barema yei merebɛba oo ɔmma oo yɛbɛsoa adeɛ,0.5,0.2121
480,Linda bɛdi banku anaa abeteɛ?,linda bedi baŋ ko anaa abetian,0.8,0.25
494,"Yɛmfa nsanhɔ (,) mma nkabomdeɛ no akyi.",yɛmfa nsa hɔ mmankabomdie no akyi,0.5,0.1034
496,Menim Nyame a magye no adi.,melɛ yamɛ ama je nuade,1.0,0.4286
497,Ɔkyerɛkyerɛni a ɔboo me no aba.,ɔkyerɛkyerɛ ne a ɔbo me no aba,0.5,0.08
498,Kasamufa titire nkabomdeɛ a ɛka kasamufa kumaa ne kasamufa titire bom.,wɔ afamer kitire anka bomdeɛ a de ka kasa mo fa kathera ko nu,1.1818,0.5085
505,"Berɛ a mereto dwom no, mehunuu me nana.",eraame ɛto dom no ne hu no ne nana,1.0,0.3
506,"Ansa sa mmrɛnkɛnsono bɛsi ne tiri ase no, na ɔnim deɛ asaase aka akyerɛ no.",can soo,1.0,0.9153
507,"Barima Kyei amma ntɛm nti, obiara kɔ.",barima kyerɛ yi amantam nti obiara kɔ,0.4286,0.1724
510,Wɔtaa frɛ Ntotoho kabomdeɛ yi sɛ mmɔho nkabomdeɛ.,water afre toto kabomdeɛ yi sa mɔhɔknkabomdie,0.75,0.3171
511,"Yɛde saa edin yi frɛ no ɛfiri sɛ, wɔn nyinaa yɛ adwuma bom.",yɛde saa adinyi frɛ no ɛfiri sɛ wɔn nyinaa yɛ adwuma bɔm,0.2308,0.0444
517,"Ɔbra no bɔ yɛ den ɛfiri sɛ, sika nni me ho.",ɔbra no bɔ yɛ den afiri sɛ sika ne me ho,0.1818,0.0968
518,"Berɛ a yɛrekɔ sukuu no, ɔfrɛɛ me.",berɛ ayerekɔ sukuu no ɔfrɛ ne,0.5714,0.12
519,Menni gye sɛ woapa me kyɛw.,mei ni je sɛo wa pa mi chɛk,1.3333,0.4286
520,"Sɛ menyini a, mɛtu kwan.",sɛ menyini a me tu kwan,0.4,0.0556
526,Nkabomdeɛ ho mfasoɔ da nso wɔ kasa ahodoɔ mu.,nkabomdeɛ ho mfasoɔwɔasa ahodoɔ,0.6667,0.2222
528,Ɛkyerɛkyerɛ botaeɛ mu anaa ɛda sɛnti bi adi.,ɛkyerɛkyerɛ botaeɛ mu anaa ɛdasante bi adi,0.25,0.0556
529,Ɛboa de kasamufa anaa asɛnsini bi ka ɔfoforɔ no ho.,ɛboa adekasa mo fa anaa asɛnseni bi ka ɔfoforɔ no ho,0.4,0.0732
530,Yɛnam so tumi de asɛm bi a ɛnyɛ nokorɛ ka asɛm dada bi a ɛno nso nyɛ nokorɛ ho.,yɛnam so tumi di asɛm bi a ɛnyɛ nokoreka asɛm dadabea a ɛno nso nnyɛ nokorɛ ho,0.3158,0.0833
531,Ɛboa da nsonsonoeɛ a ɛda biribi ntam adi.,ɛpu adanso sone a ɛdabiri bi ntamade,0.875,0.1818
532,Yɛnam so tumi de asɛm bi a ɛyɛ nokorɛ ka asɛm dada bi a ɛno nso yɛ nokorɛ ho.,hyɛnom so tumimal nso yɛ nokorɛhee,0.8421,0.6207
533,Yɛde yɛ ntotoeɛ fa adwempɔ bi ne asɛm bi ho.,yɛde yɛn totoɔ 5 gyempɔ bi ne asɛ niwa,0.7,0.3235
535,Mmara kakra bi a ɛho hia pa ara da nkabomdeɛ dwumadie ho.,mmra kakra bi a yehohia pa ara daa ka buŋbee dwumadie ŋu,0.5833,0.2222
538,"Nkabomdeɛ ka adwene, dwumadie ne nimdeɛ bom.",nka kumdee ka adwini duma dee ni nimdee buŋ,1.1429,0.3056
541,Nkabomdeɛ boa ma yɛtumi twerɛ nneɛma ahodoɔ bi din mmaako mmaako.,nkabom deɛ boa mayɛtumi terɛ nneɛa hodoɔ be dinmaako mmaako,0.9091,0.0926
548,Emu bi na yɛapɛnsɛmpɛnsɛm mu wɔ aseɛ ha yi.,emu be naa yɛapɛsɛmpɛnsɛ mu wɔ aseɛ ha yi,0.3333,0.1176
552,Hwan na ɔtoto saa nneɛma ahodoɔ no din?,hwan na ɔtoto saa nneɛma ahodoɔ no din,0.0,0.0
577,Ɛma ɔkasa tu mpɔn ɛfiri sɛ ɛma yɛnya nsɛmfua foforɔ ka dada no ho.,ɛma ɔkasa tu mpon ɛfiri sɛ ɛma yɛnnya nsɛmfoɔ foforɔ ka dada no ho,0.2143,0.0769
578,Ɛma yɛtumi ka ɔkasa bi wɔ aman ahodoɔ so.,ɛma yɛtumi ka ɔkasa bi wɔ aman ahodoɔ so,0.0,0.0
579,Ɛma yɛtumi nya nsɛmfua toto nneɛma foforɔ edin.,ɛma yɛ tumi nya nsɛmfoɔ atoto nneɛma foforɔ adin,0.625,0.0769
580,Ɛma yɛhunu nsɛmfua bi abɔseɛ.,yɛmayi hunu nsɛmfoɔ bi abɔseɛ,0.6,0.1667
583,Twerɛ mmataho nkyekyɛmu ahodoɔ a ɛwɔ Asante Twi mu.,twerɛmataho nkyekyɛmu ahodoɔ a ɛwɔ asantetwimu,0.5556,0.0238
584,Twerɛ mmataho nnan a ɛwɔ Asante Twi mu.,aane kuro no wueɛ anwoa ansante strmu,1.0,0.7097
585,Pɛnsɛmpɛnsɛm mmataho dwumadie nnan anaa deɛ ɛboro saa mu.,bɛnsɛmpɛnsɛm mataho dwumadie nna anaadeɛ ɛborɔsaa mu,0.7778,0.0833
587,Kyerɛ nkabomdeɛ ahodoɔ a ɛwɔ Asante Twi mu.,ashere nkaboɔm deɛ ahodɔ ayewɔ asa setirii mu,0.875,0.3714
588,Kyerɛ nsonsonoeɛ a ɛwɔ nkabomdeɛ ahodoɔ a woatwerɛ no ntam.,chera ansam a ɛwɔ nkabomde ahodoɔ a wɔakyerɛ no ntam,0.4,0.3061
591,Sensan nkabomdeɛ a ɛwɔ ɔkasamu a ɛdidi soɔ yi mu ase.,sɛ nsan nkabomdeɛ a ɛwɔ ɔkasam a ɛdidi soɔ yi mu ase,0.2727,0.0476
592,Maame Amma rekenkan ɛnna Kwame nso retwerɛ.,o enter tlis aca,1.0,0.8889
595,Ɔkɔm de no nti na ɔdidiiɛ.,ɔkɔm de no nti na ɔdedeɛ,0.1667,0.15
598,Barima Kyei bɛdi abeteɛ anaa banku.,bari matyɛ bɛdi abetia naaba nkom,0.8333,0.2414
599,Kyerɛ nsɛmfuayɛ ahodoɔ mmiɛnsa wɔ Asante Twi mu.,anasɛmfoɔeɛ hɔ doɔ mmeɛnsa wɔ asantetii mu,0.75,0.325
600,Kyerɛkyerɛ nsɛmfuayɛ ahodoɔ mmiɛnsa mu wɔ Asante Twi mu.,kaedio nsɛmfoɔ ayɛ hodoɔ mmiɛnsa m wɔ asantetimu,0.8889,0.2766
601,Kyerɛkyerɛ nsɛmfuayɛ so mfasoɔ mmiɛnsa anaa deɛ ɛboro saa wɔ Asante Twi.,insrɛmfoɔ ayɛ so mfasoɔ mmiɛnsa anaadeɛ aboro saa wɔ asantetui,0.5833,0.25
602,Twerɛ nsɛmfuayɛ ahodoɔ a ɛwɔ abasɛm a ɛwɔ fam hɔ no mu.,twerɛ nsɛmfoɔeɛ ahodowɔ awɔ abasɛm a ɛwɔ fam hɔnom,0.5833,0.1395
603,"Ɛnnɛ, abɛɛfo mfididwuma ho hia wɔ nwomasua mu pa ara.",ɛnnɛ abɛɛmfoɔ mfidide ma ho yia wɔ homasoa mo paa,0.8,0.2619
609,"Asɛmmisa no ne sɛ, ɛdeɛn na ɛdi hɔ bio?",asɛmisa no ne sɛ ɛdeɛn a adi hɔ bio,0.3333,0.1034
616,Asante Twi kasa mu no adi akyerɛ wo.,ee,1.0,0.9286
621,Borɔfo kasa nso ase yie.,wo nɔfo kasa nso aseyie,0.8,0.1053
622,Kasasin yɛ asɛmfua anaa nsɛmfuakuo bi a ɛka bom di dwuma korɔ wɔ ɔkasa mu.,hasosoyi asɛmfo anaa sɛmfoɔ ako bi a ɛkabom de dwuma korɔ wɔ ɔkasa mu,0.5333,0.2034
624,Ɔkasamufa yɛ nsɛmfuakuo bi a ɛda adi wɔ ɔkasamu mu.,ɔkasa mofoseyɛ a nsɛmfoɔ koɔ bi a ɛda ade wɔ rekasa mu mu,0.8,0.2927
627,"Atwerɛ mu no, yɛde ahyɛnsodeɛ ahodoɔ bi hyehyɛ mu ma nteaseɛ ba mu.",aterɛ mu no yɛde ahyɛnsodeɛ ahodoɔ bi hyehyɛmu ma nteaseɛ ba mu,0.2308,0.0189
639,Etire no na yɛgyina so de hunu kasasin korɔ.,ɛterɛ no na yɛgyina so dehunu kasase nkorɔ,0.5556,0.1143
643,"Kasasin ahodoɔ mmiɛnsa nonom ne edin kasasin, adeyɛ kasasin ne ɔkyerɛfoɔ kasasin.",ahodɔ mmɛnsa nonom ne edi kasasɛ adeɛ kasasɛn ne pakyerɛfoɔ kasa sɛn,0.8333,0.25
644,Yei yɛ kasasin a etire no yɛ edin anaa dinnsiananmu.,yei yɛ kasa sɛin a ɛtiri no yɛ adin anaa densenamo,0.5,0.2381
646,Edin kasasin tumi nya asɛmfua koro pɛ a ɛyɛ edin anaa dinnsiananmu.,edi nkasa sentumi nya asɛmfoɔ koropɛ a ɛyɛ din anaa densia nam mu,0.8333,0.1273
654,Yɛtumi nya nsɛmfua a ɛboro baako wɔ Edin kasasin mu.,yɛtumi nyansɛmfoɔ a ɛboro baako wɔ aden nkasase m,0.5,0.1905
667,Kofi papa yere no awo.,kofi papa yere no awo,0.0,0.0
697,Adeyɛ Kasasin yɛ kasasin a etire no yɛ adeyɛ.,adeɛ kasason yɛ kasasen a ɛtire no yɛ adeɛ,0.5556,0.1389
700,"Adeyɛ kasasin a ɛyɛ adeyɛ titire baako pɛ no, yɛfrɛ no Adeyɛ Kasasin Tiawa.",ɛdeɛ kasase a ɛyɛ adeɛ titire baako pɛ no yɛfrɛ no adeɛ kasase ntiawa,0.4286,0.1167
705,"Adeyɛ Kasasin a ɛwɔ adeyɛ mmataho, adeyɛ titire ne adeyɛ boafoɔ.",areyɛ kasason a ɛwɔ adeyɛ mmata ho adeɛ titire ne adeɛ boafoɔ,0.5455,0.0769
718,"Kasasin a etire asɛmfua no yɛ ɔkyerɛfoɔ no, yɛfrɛ no Ɔkyerɛfoɔ Kasasin.",ɛtena ɛtrɛ asɛmfoɔ no yɛ ɔkyerɛfoɔ no yɛfrɛ no ɔkyerɛfoɔ kasa sek,0.5,0.2241
721,Ɛpono ɛnan a ɛwɔ fam hɔ no ma yɛhunu ɔkyerɛfoɔ kasasin ne wɔn nhyehyɛeɛ ahodoɔ.,ɛpono ɛnan a ɛwɔ fam hɔno ma yɛhunu ɔkyerɛfoɔ kasa sɛ nne wɔn nhyehyɛɛ ahodoɔ,0.4,0.0312
729,Yɛtumi nya kasasin bebree wɔ ɔkasamu bi mu.,yɛntumi yɛ nkasase bebree wɔ ɔkasa mo bi mu,0.625,0.2
730,Fosu kɔɔ kuro no mu.,fosu kɔ kuronumu,0.8,0.1333
736,Wɔde kasasin da adwempɔ bi adi.,wode athesansan dadwoe mpo bi a de,1.0,0.44
737,Kasasin di akoten wɔ ɔkasa ne atwerɛ nkitahodie mu.,hasinda kɔte wɔ ɔkasa ne atwerɛ nkitahodeɛ mu,0.4444,0.1905
741,Monsensan asɛmfua a ɛyɛ kasasin a moahunu no ti no mu biara ase.,mɔsensa asɛmfo a ayɛ kasa sɛn amanhono te no mu obiara ase,0.6923,0.2549
771,Montena baanu baanu na monkenkan biribi mfa ɔkasamufa asekyerɛ ho.,montenabaa no baa no na monkenka beribi mfa ɔkasa mu fa asekyerɛ ho,0.9,0.0714
784,Tiawa ne Ɔkasamufa Titire ntam wɔ ɛpono a ɛwɔ aseɛ hɔ no so.,fiawa ne ɔkasa mu fa titire ntam wɔ pono a ɛwɔ aseɛ hɔ no o,0.4615,0.0638
795,"Kojo nom nsuo a, ɔbɛfe.",kogyanom so a ɔbɛfi,0.8,0.3529
796,"Mɛhwehwɛ no, sɛ mekɔ a.",mewhsɛ mekɔ a,0.6,0.4118
798,"Yɛreba no, yɛhyiaa Kɔnɔngo Tiwaa.",e,1.0,0.963
803,"Mpɛn pii no, ɛka biribi fa ɔkasamufa titire no.",mpɛnpiio,1.0,0.7838
811,"Berɛ a worekɔ no, mefrɛɛ wo.",sedakokopɔ no f,0.8333,0.6667
813,Mɛka sɛ wo papa ba a.,meka se wo papa ba,0.5,0.2
814,"Sɛ yɛanhwɛ a, yɛrenhunu no yie.",hyɛ yɛ nhwɛ a yerihunu nie,1.0,0.3333
852,Ɔman bɛn mu na Kumase wɔ?,gbariguda kumaseho,1.0,0.5263
853,Wo papa atu kwan anaa?,wo papaato kwan anaa,0.4,0.0588
