sample_id,reference,hypothesis,wer,cer
164,Panyin a fiebobow biara yi no dɛ ɔnda dɛm dɔm no ano no wɔfrɛ no fiebobow mu panyin.,Ɔpanyin a fie bobɔɔ biara yi no dɛ ɔnnda dɛm dɔm no anan wɔfrɛ no fie bobɔɔ mu panyin.,0.4444,0.1212
167,Egya no dwumadzin nye dɛ ɔhwɛ ma ɔnye yer na mba nya dza wohia wɔ abrabɔ mu.,Egya no dwuma dze nye dɛ ɔhwɛ ma ɔnye yer na mba nya dza wo hia wɔ abrabɔ mu.,0.2353,0.0339
171,Ɔno na onyim ebusua no n’abakɔsɛm yie na ɔhwɛ bɔ ho ban.,Ɔno na onyim ebusua no n’abakɔsɛm yie na ɔhwɛbɔw ho ba.,0.25,0.0465
172,Ɔbɔ ebusua no ne ndzeyɛɛ na ne nhyehyɛɛ ho ban.,Ɔbɔɔ ebusuanonee ndzeyɛɛ na ne nhyehyɛɛ ho ba.,0.5,0.0811
173,Ɔbɔ ebusua nsaase na n’egyapadze nkaa ho ban.,"Ɔbɔ ebusua asaase no a, n’egyapadze nnkaa ho ba.",0.625,0.1111
174,Ɔhwɛ dɛ ebusua no mu mba bɛtsetse nkyirmba wɔ kwan pa do.,Ɔhwɛ dɛ ebusua no mu mbaabɛsetsie nkyirmba wɔ kwampa do.,0.3333,0.0889
175,Ɔbɔ fiebobow no mu ma no ban fi ɔhaw ahorow ho.,Ɔbo fiebobow no mu m’ano bammfi ɔhaw ahorohu.,0.6364,0.1389
176,Ɔhwɛ ma no dɔm no nya asetsena pa.,Ɔhwɛ mma no dɔm no nnya ase tse n’apa.,0.625,0.0769
177,Ɔhwɛ ma asomdwee ba no dɔm no mu.,Ɔhwɛ m’asomdwee ba no dɔm no mu.,0.25,0.04
178,Ɔhyɛ mbra na ɔhwɛ dɛ yer na mba no dzi.,Ɔhyɛ mbrana ɔhɛ dɛyir na mba no gye.,0.6,0.1724
179,Ɔhwɛ ma no dɔm no nya beebi da na ɔbɔ hɔn ho ban so.,Ɔhɛman no dɔm no nya beebi da na ɔbɔ hɔnho bansɔn.,0.4286,0.1053
180,Ɔhwɛ dɛ oibara benya apɔwmudzen dze enyin yie.,Ɔhɛɛ dɛ oi bra benya apɔwmudzen dze enyinyi.,0.625,0.0789
181,Ɔkyerɛ abrabɔ mu kwan pa a wɔfa do a obesi hɔn yie.,Wɔkyerɛ abrabow mu kwampaa wɔ fado a obesi hɔn yie.,0.5833,0.1026
182,Ɔhwɛ ma no dɔn no nya edziban dzi.,Ɔhwɛ m’ano dɔn no nya edziban dze.,0.375,0.0385
183,Ɔbɔ bra a ɔbɛyɛ nhwɛdo pa ama afofor.,Ɔbo bra ɔwo bɛyɛ nhwɛdo pa ama afofɔr.,0.5,0.1724
184,Akyerɛkyerɛfo mma esuafo nnhu dɛ nanom so wɔ hɔn asɛdze a wɔyɛ dze boa.,Ɔkyerɛkyerɛfo mma esuafo nnhu dɛ nanom so wɔ hɔn asɛdze awɔyɛ dzeboa.,0.3571,0.0175
185,Kyerɛ ebusuabɔ mu mpanyimfo no hɔn nhyehyɛɛ ndzidzido.,Hyerɛ ebusuabɔ mu mpanyimfo no hɔn nhyehyɛɛ ndzedze do.,0.375,0.0652
186,Kyerɛkyerɛ ebusuapanyin no dwumadzi ahorow ebiasa mu.,Amenko ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum ndakum.,7.4286,6.3696
187,Pɛnsapɛnsa egya no dwumadzi mu.,Ɔpɛnsapɛnsa egya na ɔdwoma dzi mu.,0.8,0.1538
190,Kyerɛkyerɛ ebusuabɔ mu mpanyimfo no mu.,Kirker ebusuabo mu mpanyimfo no mu.,0.3333,0.1818
191,Kyerɛ mbrɛ ebusuabɔ mu mpanyimfo no hɔn nhyehyɛɛ no tse .,"Kyɛr ɛ, mbrɛ ebuhwiabɔ mu mpanyimfo no hɔn nhyehyɛɛ no te.",0.4,0.1087
193,Hwehwɛ ebusuabɔ mu mpanyimfo no hɔn nhyehyɛɛ na hɔn dwumadzi no ho mfaso.,"Kohwɛ ɔebusuabɔ mu mpanyimfo no hɔn nhyehyɛɛ n’ahoɔn, dwumadzi no ho mfaso.",0.3077,0.0833
205,Hyɛ no nsew dɛ ɔsor beebiara na mbrɛ wosi si hɔn manhen.,Ehi fen dɛ ɔsɔr beebiara na mbrɛ wosisi hɔn ma hɛn.,0.6667,0.25
207,Amanhen ahorow bi hɔn mfonyin wɔ ha a ɔbɔboa wo.,Ama hɛn ahor behɔnho no wɔ ha a ɔbɔbo awɔn.,0.7,0.3158
208,Hwehwɛ mfonyin afofor so ka ma ɔmboa wo ntsease.,Wohwɛ mo ne afofo so kɛma ɔmmboa wo ntse ase.,1.0,0.2308
209,Ɔno na ɔman mu no nyinara hyɛ ne nsa.,Ɔno na ɔmma mo no nyinara hyerɛ ne nsa.,0.3333,0.1786
210,Ɔhwɛ yɛ n’asɛdze wɔ guabɔ biara ase dɛ mbrɛ ɔfata.,Ɔhɔɛ n’asɛdze wɔ guabɔ biara ase dɛ mbrɛ ɔfata.,0.2,0.0769
211,Ɔno na bea no do nsaase nyina hyɛ ne nsa.,Ɔnat bea no do nsaase nyina hyɛ ne nsa.,0.2,0.0968
212,Ɔbɔ amandze na amambra ho ban.,"Ɔbɔ amandze, na ɔma mbarimba ho ban.",0.3333,0.2083
213,Ɔhwɛ ma no nkorɔfo nya mpontu.,Ɔhɛman okwafo nyɛ mponto.,1.0,0.2917
214,Odzi amanyɛsɛm na sikasɛm ntotoe a ɔwɔ ne man no mu ho nsɛm.,"Wɔgyee amanyɛsɛm, na sika asɛm ntotoe a ɔwɔ ne man no mu ho nsɛm.",0.2308,0.1489
215,Ɔyɛ egua no ho amandze.,Ɔyɛ egua no ho amandze.,0.0,0.0
216,Ɔhyɛ mbra ma ahemfo nkaa no dzi do.,Ɔhyɛ mbra ma ahemfo nkaa no gyido.,0.25,0.0741
217,Dɛm ahemfo yi mu bi yɛ ahemfo a wɔyɛ ahemfo nkakraba a hɔn nyinara hyehyɛ ɔmanhen no ase.,Dɛm ahemfo yi mu bi yɛ ahemfo a wɔyɛ ahemfo nkakraba ahɔn nyinara hyehyɛ ɔmahen no ase.,0.1667,0.0141
219,Wotum si ɔmanhen no anan mu ber a ɔmanhen no nnyi hɔ.,"Botum si ɔmanhen no anan mu bɛr, a ɔmanhen no nnyi hɔ.",0.1667,0.0488
220,Wɔhwɛ dɛ ewurkadze nnkɔkɔ do wɔ ɔman no mu.,Wɔhyɛ dɛ ewurkadze nnkɔkɔ do wɔ ɔman no mu.,0.1111,0.0294
221,Wodzi asɛm ma pɛrpɛr yɛ edwuma.,Wodze yɛsɛm ma pɛpɛɛyɛ edwuma.,0.6667,0.2
224,Wɔyɛ egua no ho atɔrmuadze na wodzi enyim ma wɔpa mbusu.,Wɔyɛ eguaa no ho atɔr mu adze na wodzii enyim m’awɔpa mbo so.,0.7273,0.0889
225,Esihemfo yɛ mpanyimfo bi a wɔwɔ tum kɛse wɔ ɔhen ne nsii mu wɔ ebusuadehye no mu.,Nasimfo yɛ mpanyimfo bi awɔ tum kɛse wɔ ɔhen ne nsii mu wɔ ebusuadzehyɛ no mu.,0.2353,0.125
227,Wohyia fa adwen kyerɛ nyia ahendzi no edu no do ber a egua no atɔ pan.,"Ohyia fa adwenkyer nyaa ahendzi no edu no do ber a eguano atɔ pan,",0.375,0.0556
228,Bea biara na mbrɛ wosi paw hɔn ahemfo.,Biara na mbrɛ wosi pɔw hɔn ahemfo.,0.25,0.1333
229,"Ɔhen wu a, hɔn na wɔyɛ amandze.",Ɔhembu a hɔn a wɔyɛ amandze.,0.4286,0.1304
230,Wɔda ɔhen fofor no edzi kyerɛ apamfo no na ɔman mu no nyinara.,Wɔda ɔhen fofoo no egyekyerɛ apamfo no na ɔmamon no nyinara.,0.3846,0.1429
232,Hwɛ esuafo ma wondzi asɛm a ɔda ha yi ho anokɔnkɔn.,Hwɛ esuafo ma wondzi asɛm a ɔda haeyi ho ano kɔnkɔn.,0.3636,0.025
233,Adwen bi wɔ hɔ dɛ kusum amambu etwa mu a no ho nnyi mfaso bio.,Ɔdɛmbu a hɔ dɛ kusum ama mbowa etuamo a no ho nnyim faso bio.,0.5333,0.2553
234,Aso egye iyi to mu a?,Aso igye iyi tɔ mu a?,0.3333,0.1333
238,Kyerɛ mbrɛ wosi si ɔhen.,Kyɛr mbrɛ wosi si ɔhen,0.2,0.1053
239,Kyerɛw mbrɛ kusum amambu nhyehyɛɛ tse wɔ wo kurom.,Derɛko so ma mbɛmbɔ hyɛ hyɛ etse wɔ wo krɔn.,0.8889,0.439
240,Ana egye to mu dɛ ɔwɔ dɛ wɔma kusum amambu kɔ do tsena hɔ?,Anaa egyetum mu dɛ ɔwɔ dɛ wɔ m’akosom ama mo bo kɔ do tsena hɔ?,0.5714,0.1591
242,Dzi nhyehyɛɛ a ɔfata do dze yi mpaa.,Dze si hyia a ɔfata do dze yii mpa.,0.625,0.3214
243,Gyina akyerɛwtsen ne nhyehyɛɛ do dze kyerɛ dɛ akyerɛwtsen bi dzi mu ana onndzi mu.,Ɔgeina akyerɛtsen ne hehyia do dze kyerɛ dɛ akyerɛtsen bedzi mu anaa onndzi mu.,0.4667,0.1493
244,Da nsagu na eyiadze osu ho nyimdze edzi.,Da nsogu na eyia dze osu ho nyimdze edzi.,0.375,0.0312
245,Da akyerɛwtsen ho nyimdzee edzi.,Da akyerɛw tsen hɔ nyimdzee edze.,0.8,0.0741
253,"Nsagu ne nhyehyɛɛ nye Ɔfrɛ, asɛm no ankasa na ewiei dɛ mbrɛ ɔwɔ ase ha yi.","Nsago ne hyehyɛɛ nye Ofra, asɛm no ankasa na ewiei dɛ mbrɛ ɔwɔ asɛ ha yi.",0.25,0.0877
255,Nyia orugu nsa no dzi kan frɛ Twerampɔn Kwame a ɔyɛ Bɔadze no.,"Yɛ a orugu nsa no gye, ka mfrɛ kyerɛmpɔn kwame a ɔyɛ bɔadze no.",0.4615,0.1837
257,"Asaase Efuwa, abosom mpempem a wɔwɔ asaase no do na ɔdze ewuakɔr sɔw do.",Na asaase efo a abosom mpempem awɔwɔ asaase no do na ɔdze ewɔ kɔr sɔw do.,0.5,0.1053
265,Mfonyin a yehu no wɔ ase ha yi kyerɛ nsagu bi a ɔkɔ do wɔ mbeambea bi wɔ Ghana ha.,Mɛn ɔyɛ hu no wɔ Asihai kyerɛ nsago bi a ɔkɔ do wɔ mbeambea bi wɔ Ghana ha.,0.35,0.1613
269,"Ndzɛmba a wɔdze gu nsa no tse dɛ nsa, tɔmbɛr anaa gyeraase.","Ngyamba a wɔdze guu nsa no tse dɛ nsa, tɔmbɛr anaa gyer ase.",0.3333,0.1087
270,Nyia orugu nsa no kwaha ne tam.,Yɛ adwe go nsaano kwaa ne tam.,0.7143,0.3333
271,Nyia orugu nsa no yi ne nanadze mpaboa na otsia do.,Yɛ a ɔrugu nsianoo yi ne n’adze mpaboa na otsia do.,0.4545,0.175
272,Ɔdze n’enyi kyerɛ bea pɔtsee bi.,Wɔdze n’enyikyirebea pɔtsee bi,0.6667,0.12
273,Ogyina hɔ dze ne nan kor kɔ enyim.,Wo yina hɔ dze ne nankor kɔ enyim.,0.5,0.0769
274,Ɔdze nsa no gu famu nkakrankakra.,Ɔdze nsa no gu fa mu nkakra nkakra.,0.6667,0.0
275,"Ɔhyɛ ase frɛfrɛ Nyankopɔ, asaase Efuwa na esunsum nkaa no.","Ɔhwɛ ase frɛfrɛ Nyankopɔn, asaase fowaa na esunsum nkaa no.",0.3,0.1064
277,"Afei, ɔdze nsagu no ba ewiei.","Efe ɔdze nsa gu no ba ewiei,",0.5,0.0909
281,Yɛda hɛn enyisɔ edzi kyerɛ esunsum ahorow no wɔ dza wɔyɛ ma hɛn ntsi.,Yɛdɛ hɛn enyi sɔ edze kyerɛɛ esunsum ahoron no wɔ dza wɔyɛ ma hɛn ntsi.,0.4286,0.0727
282,Nsagu ka etsiefo bɔ mu ber a wohu wohu beebi a wofi.,Nsago ka etsie fɔbɔ mu bɛ a wohu wohu beebi awofi.,0.5,0.1
283,Ɔda kusum amambra na abakɔsɛm edzi.,Wɔdakosum amambra na abakɔsɛm edzi.,0.3333,0.069
284,Yɛdze nsagu kyerɛ obu na enyidzi ma ebusuafo bi a wɔkɔ hɔn nsamankyir.,Yedze nsa gu kyerɛ obu na enyidzi mma ebusumafo bi a wɔkɔ hɔn nsamankyir.,0.3846,0.0526
285,Ɔyɛ ber a binom sua nkafua na nsɛm afofor a ɔboa kasasua.,"Ɔyɛ ber mpi, ber soankafo na nsɛm afofor a ɔboa kasa soa.",0.5,0.2
286,Ɔma nyimpa n’ano tsew wɔ bagua mu kasa ho.,Ɔma nyimpa n’anoo tsie wo wɔ bagua mu kasa ho.,0.3333,0.0938
288,Ɔsor beebiara na ndzɛma a wɔdze gu nsa.,Ɔsoɛr beebiara na ndzɛmba a wɔdze gu nsa.,0.25,0.0645
292,Hwɛ ma esuafo nkyerɛw ndzɛmba a ɔwɔ sor ha yi edzin.,Kwema esuafo nkyerɛ ndzɛmba awɔsɔr haye edzi.,0.8182,0.1707
294,Kyerɛkyerɛ nsagu ne nhyehyɛɛ no mu ebien mu.,Kirikiree nsagunii hyehyɛɛ no mu ebien mu,0.5,0.25
295,Kyerɛ w’adwen wɔ dɛm asɛm yi ho.,Ɔhyɛr w’adwen wɔ dam asɛm yi ho.,0.2857,0.2083
297,Iyi yɛ osu a yɛtse no ber a obi ewu.,Hyi ɔsu haayɛ tu no ber a obi ewu.,0.5,0.3077
298,Yɛdze dɛm osu yi da nkitaho a ɔda yɛnye owufo no ntamu edzi.,Yɛdze dɛm osu yi da nkita ho a ɔdayɛ nye owufo no ntamu edzi.,0.3077,0.0
299,Ɔyɛ osu a ɔtaa forafora ndwom ntsi beebi wɔfrɛ no kwadwom.,Ɔyɛ osu a ɔtɛ aforafora ndwom ntsi beebi yi wɔfrɛ no nkwadwom.,0.3636,0.0851
301,Wɔdze su owufo no wɔ amambra kwan do.,Wɔdze so owufo no wɔ amambra kwan do.,0.125,0.0345
302,Ɔkyerɛ nkitahodzi a ɔda ewuakɔr na atseasefo ntamu.,Ɔtwerɛ nketahodzi a ɔda ewuakɔr na atseasefo ntam.,0.375,0.093
303,Wɔdze to nkra wɔ samanadze.,Wɔdze to nkra wɔ samanadze.,0.0,0.0
