sample_id,reference,hypothesis,wer,cer
223,Yɛde saa akenkan yi hwehwɛ mmuae ma nsɛmmisa pɔtee bi.,yɛde saa akenkan yi hwe hwɛ muɛ ma nsɛmmisa poteb,0.5,0.1364
224,Kenkan abasɛm a ɛwɔ ase hɔ no.,ktenkan abaasem a ɛwɔ ase hɔ no,0.2857,0.1304
225,Kyerɛ adwempɔw a ɛwɔ abasɛm a ɛwɔ ase hɔ no mu.,wopɛkya ka ayepa ayɛ awo abasam ayɛ wɔ ase hɔnom,1.0,0.5
226,Ka adwempɔw a wuhui no kyerɛ adesuafo nkae no na fa toto wɔn de ho.,ka adwenpɔ awohwii no kyerɛɛ adesuafoɔ kae no na fa totowande ho,0.6,0.1538
251,Ka w’adwempɔw no kyerɛ adesuafo nkae no.,ka wɔadwempɔ no kyerɛ adesoafoɔ nkae no,0.2857,0.125
255,"Ɛyɛ gyidi, obuo ne nokwaredi.",ayagyedi oboo ne nokwaredi,0.6,0.1739
257,Abeawa; Eyi yɛ nokwasɛm na sɛ mpanyimfo nso yɛ mfomso ɛ?,abiaa noasɛna sɛ panimfo nso yɛ mfo sɛ,0.7273,0.3182
261,Ɛsɛ sɛ yebisa nsɛm pɛ mu nkyerɛkyerɛmu wɔ bere a ɛsɛ mu.,nsɛ sɛ yɛbisa nsɛm pɛ nkyerɛkyerɛ mu wɔ bere a ɛsɛmu o,0.5,0.1136
262,"Nanso, ne nyinaa mu no, setie boa ma yenya asomdwoe ne ahobammɔ.",nanso ne nyinaa mu no setie boa ma yɛnya asomdwoeɛ ne ahobammɔ,0.1667,0.04
274,Kenkan abasɛm a ɛwɔ fam hɔ no na bua nsɛmmisa ahorow a ɛtoa so no.,kankanabassem a ɛwɔ fam hɔ no naboa nsɛmmissa ahorow a ɛtoa so o,0.4,0.1176
280,Sukuupanyin no gyina hɔ ma tumidi wɔ sukuu no mu.,wu gwafanyino jina homa tu midi wɔ sukuu no mu,0.6,0.2308
300,Eyi yɛ kwan a wofa so kenkan abasɛm bi sɛnea ɛbɛyɛ a wubenya emu ntease.,y yɛ kwan awufasuo kenkan abasambi sɛnea a ɛbɛyɛ awobɛnya emu ntiase,0.6667,0.1579
310,Eyi yɛ bere a ɔkenkanfo no si gyinae wɔ abasɛm no akenkan akyi.,yiyɛ berɛ a ɔkenkafoɔ no i gyinaa ɛwɔ abasɛm no akenka no akyi,0.6923,0.16
313,Ahonnidi yɛ ade titiriw a ɛho hia pa ara wɔ nnipa apɔwmuden ne anuonyam mu.,wondeɛ ade tit noa ɛhɔhia paaa wɔ nipa apɔmuden ne aneonyam o,0.8,0.2833
335,Fa w’ankasa nsɛmfua kyerɛkyerɛ ‘adwempɔw’ ase.,wɔankasa nsɛmfoɔ akyerɛkyerɛ adwompo ase,0.8333,0.2162
338,"Obuo nyɛ biribi a yɛhyɛ obi ma no de ma yɛn na mmom, ɛyɛ ade a yenya.",ɔbuɔ nyɛ biribi ayɛhyɛ obi mma no de ma yɛn na mmom ɛyɛ ade ayɛnya,0.3529,0.0784
342,Fa no sɛ woawura sukuu dan bi mu a obiara de nnidi kyia ne yɔnko fɛfɛɛfɛ.,sɛ wo awura so kuu dam bi mu a obiara da nnidi gyea ne yɔnkɔ fɛfɛɛfɛ,0.5625,0.1754
347,"Sɛ wowɔ ntoaso sukuu mu yi, kae sɛ, obuo yɛ sekan- nufanu.",sɛ wowɔ ntua asoso kuu mu yi kae sɛ obuoo yɛ sekanofa no,0.5,0.1628
350,Dɛn na atifi asɛm no ka fa adwempɔw a ɛwɔ abasɛm no mu ho?,da na atifie asɛm no ka faadwempɔ a ɛwɔ abasɛm no mu ho,0.2857,0.0909
352,Fa ɔkasamu nnan bɔ abasɛm yi nyinaa tɔfa.,ɔkasa munam bɔ abasɛm yi nyinaa tɔfa,0.375,0.1212
353,Kyerɛw akenkan a emu dɔ su abien bi a woasua wɔ saa ɔfa yi mu.,ɛyisofamomekɔnompon na ɔfdao ki no mponakda o kaɛ na bɔ na ka na ɔkɔ na ɔkɔ na kwa na ɔkɔ na ɔkɔ na ɔkɔ na kɔ na okɔna ɔkɔ,1.9333,1.5745
355,Nsonsonoe bɛn na ɛda anotew ne mmɔakyi agyinaesi ntam?,nsosone bɛn na ɛdaa anoto ne mmoakye agyenase ntam,0.5556,0.2222
356,Kyerɛkyerɛ akenkan ntrɛwmu su abiɛsa mu?,kadakla kenkantommu su abeasa m o,1.0,0.4412
357,Kyerɛkyerɛ nsonsonoe a ɛda akenkan a emu dɔ ne akenkan ntrɛwmu mu.,katɛ ansa na a ɛda akenkan ɛyɛ mu dɔ ne akenka ne ntrɛmu mu,0.6667,0.3519
375,Yɛde mmataho di dwuma wɔ kasa no mu de yɛ nsɛmfua foforo.,yɛde mmotahodi dwuma wɔ kasa no mu de yɛ nsɛmfoa foforɔ,0.3333,0.0667
382,Mmataho a yɛtaa de di dwuma pa ara ne nsianim ne nsiakyi.,mmaatahol ayɛtaa didi dwuma pa ara ne nsia nim ne nsiakyi,0.5833,0.0667
387,Nsianim yɛ mmataho a yɛde si asennua bi anim.,nsianim yɛ matahɔ ayɛde si asɛnnoa bi anim,0.4444,0.1111
388,Nsim nso yɛ mmataho a yɛde si asennua bi ntam.,n siŋ so yɛ ma ta ŋɔ a yɛ dee si asiŋa bi ntam,0.9,0.2778
389,Nsiakyi yɛ mmataho a yɛde si asennua bi akyi pɛɛ.,nsiakyi yɛ mataho ayɛda si asenoa bi akyipɛk,0.6,0.1282
393,Yennim Ghana kasa bi a saa bere yi ɛde nsim di dwuma.,yɛnim ghanakasabia saa berɛ yi ɛde nsim diduma,0.6667,0.0976
400,Dan w’ani kyerɛ wo yɔnko na kyerɛkyerɛ mmataho ho ase kyerɛ no.,danwɔ ne kyerɛ wo yɔnko na kyerɛkyerɛ mmataho ho asekyerɛ no,0.3333,0.04
407,Nyafirim mmataho no ma yenya nsɛmfua foforo fi asennua no mu.,nyɛ afrom mataho nɔŋ ma yɛnya nsɛmfoɔ foforɔ fi asannuanɔ mu,0.8182,0.24
427,Mmataho dwumadi no da nso wɔ kasa ahorow mu.,mmataho dwumadi no danso wɔ kasa ahoroɔ mu,0.3333,0.0286
428,Ɛboa ma yetumi yɛ nsɛmfua foforo fi asennua anaa asɛmfua dedaw bi mu.,ɛboa mma yɛtumi yɛ nsɛmfoɔ foforɔ fi asennua anaa asɛmfoɔ deda wo bi mu,0.5385,0.1429
429,Etumi sesa asɛmfua bi asɛmfuakuw fi biako mu kɔ foforo mu.,ɛtumi sɛ sasɛmfoɔ bi asɛmfoɔ akuofi bi ako mu ɔfoforɔ mu,0.8182,0.2128
430,Etumi sesa adeyɛ bi kabea.,ɛdayɛ i ayɛ pɛ a,1.0,0.8095
432,Etumi sesa asɛmfua bi kabea fi kabea biako mu kɔ foforo mu.,ɛtumi sisa asɛmfoɔ abi ka bi afika biabiakɔ mu kɔ foforɔ mu,0.75,0.1702
433,Mmataho tumi sesa asɛmfua (edin) fi biakofo mu kɔ dodow kabea mu.,matar ho tumi sesa asɛmfoɔ aden fibia kofo mu kɔdodoɔ kabia mu,0.75,0.1569
434,Mmataho ho nimdeɛ boa ma yetumi sopɛ nsɛmfua san sua yɛn kasa no yiye.,motahohonimde boa mayɛtumi so pɛnsɛnfoɔ asanso yɛn nkasa no yieɛ,0.7857,0.2143
437,Etumi sesa edin ma no dan edin nkyerɛkyerɛmu.,yɛde me sesa ɛdi mma no dan di nkyerɛkyerɛmu,0.625,0.2432
438,Etumi sesa edin a yehu ma no dan edin a yenhu.,itomesesa eden ayehoma no dan-edin ayɛ hu,0.9091,0.2
439,Etumi sesa edin nkyerɛkyerɛmu ma no dan edin.,etru mi sesa ɛdinkyerɛkerimo ma no dan edin,0.5,0.1622
440,Etumi sesa adeyɛ ma no dan edin nkyerɛkyerɛmu.,amsesa ade yɛ ma no dan edin kyerɛkeɛmu,0.5,0.1842
441,Etumi sesa adeyɛ ma no dan edin.,e,1.0,0.96
457,Wɔn dwumadi titiriw pa ara ne sɛ wɔbɛka ɔkasa afa ahorow abobom.,wɔn adwuma de titiri pa ara ne sɛ wɔbɛka ɔkasa afa ahorow abobom,0.25,0.0577
461,Kofi ne Ama kɔ afum.,kɔfe na amakɔ afom,1.0,0.2667
462,Mekɔɔ bi nanso manni bi.,bɛkɔbi nnanso ma ne bi,0.8,0.3158
463,"Onni sika nti, obiara mpɛ no yɔnko.",ɔne sika nti obiara mpɛ no yɔnko,0.1429,0.1111
464,"Kofi Boadi bɛba oo, ɔmma oo, yebesua ade.",kofiboadi bɛba o ɔmɔ o yɛbesu aɖek,0.875,0.2581
465,Linda bedi banku anaa abeteɛ?,linder bɛdi bankwa anaa abeti,0.8,0.2917
478,"Yɛmfa nsanhɔ (,) mma nkabomde no akyi.",yɛfansan hɔlk mmanka bom de no akyi,0.8333,0.1071
480,Minim Nyame a magye no adi.,menim nyame amagye no adiɛ,0.6667,0.0952
481,Ɔkyerɛkyerɛni a ɔboo me no aba.,ɔkyerɛkyerɛ ne a ɔboome no aba,0.6667,0.04
482,Kasamufa titiriw nkabomde a ɛka kasamufa kumaa ne kasamufa titiriw bom.,asam mu fa tituruwo nŋkabom de aeka kasa mu fa kumaa ne kasa mufa titurubom,1.1818,0.1667
488,"Bere a mereto dwom no, mihuu me nana.",bere amerit dwom no mo hu me nana,0.5,0.1429
489,"Ansa sa mmrɛnkɛnsono besi ne ti ase no, na onim nea asaase aka akyerɛ no.",ansa sa mmerɛ kɛso no bɛsi ne tiase nona ɔim neasase aka akyerɛ no,0.6667,0.1404
490,"Yaw Annor amma ntɛm nti, obiara kɔ.",yɛ annor ama ntam nti obiara kɔ,0.4286,0.1481
492,Wɔtaa frɛ Ntotoho kabomde yi sɛ mmɔho nkabomde.,wɔta frɛ ntotoho kabomde yi sɛ mmɔ ho nkabomde,0.375,0.0256
499,"Ɔbra no bɔ yɛ den ɛfisɛ, sika nni me ho.",ɔbra no bɔ yɛ den ɛfe sɛ sika nne me ho,0.3,0.069
500,"Berɛ a yɛrekɔ sukuu no, ɔfrɛɛ me.",berded agyarefɔ sukuu no oframs,0.7143,0.4
501,Minni gye sɛ woapa me kyɛw.,being jeserved what anite,1.0,0.8571
502,"Sɛ minyini a, metu kwan.",sɛ menyinia metu kwan,0.4,0.0556
508,Nkabomde ho mfaso da nso wɔ kasa ahorow mu.,nkabom de ho mfasodanso wɔ kasa horom,0.7778,0.0882
510,Ɛkyerɛkyerɛ botae mu anaa ɛda nea enti bi adi.,ɛkyerɛkyerɛ botamu anaa ɛdanea ntibiadeɛ,0.7778,0.1081
511,Ɛboa de kasamufa anaa asɛnsin bi ka ɔfoforo no ho.,ɛbua ade kasa mu fa anaa asɛnsem bi ka ɔfoforɔ no ho,0.7,0.125
513,Ɛboa da nsonsonoe a ɛda biribi ntam adi.,aboa da nsɔnson a ɛda bibi ntam adi,0.375,0.1875
515,Yɛde yɛ ntotoe fa adwempɔw bi ne asɛm bi ho.,yɛdi yɛn tuto fa adwempo bine asɛm bi ho,0.6,0.1471
517,Mmara kakra bi a ɛho hia pa ara da nkabomde dwumadi ho.,mmara kakra bi aehohia pa ara da nkabombɛ dwuma di h ho,0.5833,0.093
520,"Nkabomde ka adwen, dwumadi ne nimdeɛ bom.",ŋka bumdi ka a dwen duma di ni nimdia buŋ,1.2857,0.2727
523,Nkabomde boa ma yetumi kyerɛw nneɛma ahorow bi din mmiako mmiako.,n-ka bumdi bua ma yɛtumi chɛra nneama ahorɔbi dim miɛaku miaku,1.0,0.3148
534,Hena na ɔtoto saa nneɛma ahorow no din?,hina na ɔtoto saa nneɛmaahorow no din,0.375,0.0323
552,Ɔkasa bebree fɛm wɔn nsɛmfua fi kasa afoforo mu.,ɔkasa bebree fam wɔ ne nsɛmfoɔ afekasa afoforɔ mu,0.6667,0.1538
559,Ɛma ɔkasa tu mpɔn efisɛ ɛma yenya nsɛmfua foforo ka dedaw no ho.,ɛma ɔkasa tuompɔn ɛfiri sɛ ɛma yɛnya nsɛmfoɔ foforɔ cardedao no ho,0.6154,0.2157
560,Ɛma yetumi ka kasa bi wɔ aman ahorow so.,ɛma yɛtumi kakasa bi wɔ aman ahorow su,0.4444,0.0645
561,Ɛma yetumi nya nsɛmfua toto nneɛma foforo din.,o,1.0,0.9737
562,Ɛma yehu nsɛmfua bi abɔse.,mma yɛ hu nsamfoa bi abɔse,0.8,0.1905
565,Kyerɛw mmataho nkyekyɛmu ahorow a ɛwɔ Akuapem Twi mu.,garomata ho nkyekyɛmu ahoroɔ a ɛwɔ akwapemtimu,0.6667,0.2045
566,Kyerɛw mmataho anan a ɛwɔ Akuapem Twi mu.,im anwɔ akopamu,1.0,0.697
567,Pɛnsɛmpɛnsɛm mmataho dwumadi anan anaa nea ɛboro saa mu.,pɛnsɛmpɛnsɛm mmataho dwumadie annan anaania aboro saamu,0.7778,0.0851
569,Kyerɛ nkabomde ahorow a ɛwɔ Akuapem Twi mu.,boin foot sa ksɛ gi chekal mah huitae,1.0,0.8571
570,Kyerɛ nsonsonoe a ɛwɔ nkabomde ahorow a woakyerɛw no ntam.,calenson se awoɔ ntabomde ahodroo a wɔakyerɛ noo nkam,0.9,0.3542
573,Sensan nkabomde a ɛwɔ ɔkasamu a edidi so yi mu ase.,sansaon tabona a wɔ ɔkasa mu a adidi so yi mu ase,0.5455,0.2
574,Maame Amma rekenkan ɛnna Kwame nso rekyerɛw.,ma mafo mpama man nan menti man ɛna kwanme nso richere,1.4286,0.5405
577,Ɔkɔm de no nti na odidii.,ɔkɔm de no nti na ɔdidii,0.1667,0.0526
579,"Fufuu o, ampesi o, mepɛ.",fufu wo ampe siwo mepɛ,0.8,0.1176
580,Dansoaa bedi abeteɛ anaa banku.,odanso bɛdi abetiɛ anaa banku,0.6,0.1923
581,Kyerɛ nsɛmfuayɛ ahorow abiɛsa wɔ Akuapem Twi mu.,tofaye horo caffinsa vɔ acku afimkhin,1.0,0.6
582,Kyerɛkyerɛ nsɛmfuayɛ ahorow abiɛsa mu wɔ Akuapem Twi mu.,ceretelins mfaeɛ ahoro abiasa mu wɔ akoapemte mu,0.6667,0.3191
583,Kyerɛkyerɛ nsɛmfuayɛ so mfaso abiɛsa anaa nea ɛboro saa wɔ Akuapem Twi.,mo,1.0,0.9661
584,Kyerɛw nsɛmfuayɛ ahorow a ɛwɔ abasɛm a ɛwɔ fam hɔ no mu.,kredar nsɛmfoea ahoro ɔma asɛm awoɔ fam hɔno mu,0.8333,0.3636
585,"Ɛnnɛ, abɛɛfo mfididwuma ho hia wɔ nhomasua mu pa ara.",ɛnnɛ abɛɛfo mfididumaho yia wɔ mo masua mu pa ara,0.5,0.0952
591,"Asɛmmisa no ne sɛ, dɛn na edi hɔ bio?",asɛmmisanu ni sɛ dɛn na ɛdi hɔ biok,0.5556,0.1481
598,Wubesua ade afa akyerɛw mu agyiraehyɛde nso ho.,wobɔsoɔ ade afa atyea mu agyerayhyɛde nso ho,0.375,0.2564
600,Eyi bɛsan aboa wo ama woatumi asua asan ate Borɔfo kasa no yiye.,gi bɛsan aboawo ama wɔatumi asuasan ate borɔfo kasa no yie,0.5385,0.098
604,Kasamufa yɛ nsɛmkuw bi a ɛda adi wɔ ɔkasamu mu.,amofaɛ nsanku bi a ɛda ade i wɔ ɔkasa mo mu,0.7,0.2703
617,Eti no na yegyina so de hu kasasin koro.,enti no na yɛgyina so de ho kasa sɛnkoro,0.5556,0.129
621,"Kasain ahorow abiɛsa nonom ne edin kasasin, adeyɛ kasasin ne ɔkyerɛfo kasasin.",halan ahoro adeɛsa nonom ne edin kasasɛ ade yɛ kasa sɛ ne ɔkyerɛfoɔ kasa sɛn,0.9167,0.1846
622,Eyi yɛ kasasin a eti no yɛ edin anaa dinnsiananmu.,yei yɛ kasa sɛn a ti no yɛ ɛdin anaa de nsina mo,0.8,0.25
624,Edin kasasin tumi yɛ asɛmfua koro pɛ a ɛyɛ edin anaa edinnsiananmu .,eden kasa sɛn tumi asɛmfoɔ akuro pɛ a ɛyɛ ɛden anaa ɛde nsia nam mu,0.9167,0.2364
631,Yetumi nya asɛmfua a ɛboro biako wɔ Edin kasasin mu.,yɛtumi nya asɛmfo a ɛborobea ko wɔ edin kasasɛm mu,0.5,0.1429
643,Afua papa yere no awo.,awua papa yɛre nao awo,0.6,0.1765
670,Adeyɛ kasasin yɛ kasasin a eti no yɛ adeyɛ.,ɛdeɛ kasa seyɛ kasase a yɛti no yɛ adeɛ,0.6667,0.2647
673,"Adeyɛ kasasin a ɛyɛ adeyɛ titiriw biako pɛ no, yɛfrɛ no Adeyɛ Kasasin Tiawa.",are t,1.0,0.9344
678,"Adeyɛ kasasin a ɛwɔ adeyɛ mmataho, adeyɛ titiriw ne adeyɛ boafo.",adeɛ ekasasɛ a ɛwɔ adeɛ mmata ho adeɛ titiro ne adeɛ boafo,0.7273,0.1731
690,"Kasasin a eti asɛmfua no yɛ ɔkyerɛfo no, yɛfrɛ no Ɔkyerɛfo Kasasin.",asoloa eteasɛfoɔ no yɛ akyerɛfoɔ no yɛfrɛ no akyerɛfoɔ kasa nsɛn,0.6667,0.2778
693,Ɔpon anan a ɛwɔ fam hɔ no ma yehu ɔkyerɛfo kasasin ne wɔn nhyehyɛe ahorow.,ɔpo anaa ho fam hɔ mayehoɔ kyerɛfo kasase ne wɔn nhyehyɛɛ ahorowo,0.7333,0.2034
700,Yetumi nya kasasin bebree wɔ ɔkasamu bi mu.,yɔpɔkyɛ nekontomisi ba na busi duo titonn,1.0,0.9143
701,Boadu kɔɔ kurow no mu.,wɔrdu kɔ kuro no mu,0.6,0.2941
707,Wɔde kasasin da adwempɔw bi adi.,wode kasa sinda adwempɔn bi adi,0.6667,0.0769
708,Kasasin di akoten wɔ kasa ne akyerɛw nkitahodi mu.,hasndi akotingo kasa ni akyerawo nkitahodimu,0.8889,0.2439
712,Monsensan asɛmfua a ɛyɛ kasasin a moahu no ti no mu biara ase.,mansa na asɛmfo a ayɛ kasa sɛn amoɔho no te nomobiraa,0.9231,0.2857
741,Wo ne wo mfɛfo nkyɛ wo mmuae no.,wo ne wo mfɛfo nkyerɛ wɔmmuae no,0.375,0.125
753,Ɔkasamu Tiawa ne Ɔkasamufa Titiriw ntam wɔ pon a ɛwɔ ase hɔ no so.,ɔkasa mo tiawa ne ɔkasa mu fa titireo ntam wɔ po a ɛwɔ ase hɔ no so,0.5,0.0769
764,"Kojo nom nsu a, ɔbɛfe.",namsoaanao,1.0,0.75
765,"Mɛhwehwɛ no, sɛ mekɔ a.",mɛhwehwɛ no sɛ mekɔa,0.4,0.0
767,"Yɛreba no, yehyiaa Kɔnɔngo Tiwaa.",yɛri bani yisiakɔnoŋgo ti a,1.0,0.3704
772,"Mpɛn pii no, ɛka biribi fa ɔkasamufa titiriw no.",mbɛn pie no ɛka baabi fa ɔ ekasa mo fa titire mo,1.0,0.2632
780,"Berɛ a worekɔ no, mefrɛɛ wo.",bɛɛ wɔ ekɔ no efrɛɛ wo,0.6667,0.2857
782,Mɛka sɛ wo papa ba a.,meka sɛ wo papa ba,0.3333,0.1333
783,"Sɛ yɛanhwɛ a, yɛrenhu no yie.",sɛ yɛawa yɛreh no yie,0.5,0.2273
820,Ɔman bɛn mu na Kumase wɔ?,ɔmambɛn mu nna kumase woɔ,0.6667,0.1579
833,Abofra yi ho yɛ fɛ!,apɔfarii ho yɛ fɛm,0.6,0.4286
837,Biribiara nni eyi mu a ɛkyerɛ sɛ ɔkasafo no rehyɛ n’atiefo no ama wɔayɛ biribi.,berɛ biara nni ayi mu aɛkyerɛ sɛ ɔkasafoɔ no rehyɛ noatifoɔ no ama wɔayɛ biribi,0.4667,0.1111
839,Wobetumi ama asɛmmisa nsɛmfua ho nhwɛso wɔ Akuapem Twi mu?,wobɛtumi ama asɛmmisansɛnfoɔ aho nhwɛso wɔ akoapentwimu,0.7,0.125
841,Ɔkasamufa Titiriw a edi dwuma sɛ Asɛmmisa.,ɔkasa mofa titir a ɛdi tuma sɛ asɛnisa,0.8571,0.2286
843,Worehwehwɛ wo mpaboa no ana?,wɔhwehwɛ wo paboa no ana,0.4,0.1739
852,Lartebea kenkanee nhoma a ne papa tɔ maa no no.,latebia kenkane ahoma ane papatɔ ma nona,1.0,0.1622
853,Ɔbea no a ɔtɔɔ mpaboa nnɛra no kɔ.,ɔbaa no a ɔtɔɔ mpaboa nnarano ko,0.5,0.1154
861,"Etumi di dwuma sɛ ɔyɛfo, ɔyɛtia anaa ogyefo.",ekumidi dwuma sɛɛ ɔyɛfoɔyɛ tia anaa oje fo,0.875,0.1143
878,Ɔkyerɛfo kasamufa kumaa na yɛasensan ase wɔ ɔkasamu a ɛwɔ soro hɔ no mu no.,kyerefoɔ kasa mufa komaa na yaasensan ase wɔ okasamu a ɛwɔ soro hɔno mu no,0.5333,0.1
879,Fa w’ankasa nsɛmfua kyerɛkyerɛ ɔkasamufa mu.,wɔankasa nsamfoɔ a kyerɛkyerɛ ɔkasa mofa mo,1.0,0.2162
880,Ka wo mmuae no kyerɛ wo mfɛfo.,ka wo mmuae no kyerɛ wo mfɛɛfo,0.1429,0.0435
891,Mikohuu m’adamfo bi a na ɔredi ɔmo wɔ hɔ.,atefoɔ madamfo bi ana oredy ɔmo wɔ,0.5556,0.3548
899,Ekuw biara mma ɔkasamufa ahorow a moasua no mu biara ho nhwɛso biako.,kuo biara ma ɔkasa mu fa ahoro amoasoa no mmu biara ho nhwɛso beao,0.6923,0.1429
900,Ekuw biara nka ne mmuae nkyerɛ adesuafo nkae no.,ku biara nka ne mua nkyerɛ adesuafo nkaeɛ no,0.3333,0.1282
905,Barima Boadu di fufuu daa.,barima boduru dii fufuu daa,0.4,0.1905
906,Yɛde tete ɔkasamu ahorow mu.,yɛre tetee ɔkasam ahoromo,1.0,0.2174
907,Yɛde twa nsɛmfua binom tiawa.,yɛde ta nsɛmfoɔ binom tiawa,0.4,0.125
908,Yɛde si anodisɛm kasasin anaa kasamu bi awiei.,yɛde si ano desɛm kasa sɛn anaa kasa mobi awiee,0.875,0.1053
909,"Alice kaa sɛ, “Mepɛ akenkan”.",aliskaa sɛ mmepa akenkas,0.8,0.2381
912,"Owusuaa kɔɔ kurom kɔtɔɔ mako, nkyene, sekan ne akutu.",owo shu a kɔɔ kurom kɔtɔ mako nkyene sekan ne akotoo,0.5556,0.1667
