sample_id,reference,hypothesis,wer,cer
55,Ŋinito mmalgakul be ntuŋso to ashi Ngbanyato.,niri to ma gba kurgegbee ntuŋ so to ashi ŋgbanya to.,1.2857,0.2895
56,Ŋinito kamalgakul be kapɔr be tunɔ ashi mmalgaba pupɔr be kenyɛ to.,Nɛnɛ to kamalga kɔlbi kapɔrbi tɔnɔ ashi malga be popɔrbi kenya to?,0.8333,0.2182
58,Ngbar kama nɛ kumobe mmalgakul be kapɔr.,Bale kama nɛ kumo be malgdɔkule be kapɔɔ.,0.7143,0.2727
69,Buwito kamalgakul be kapɔr ashi Ngbanyato.,,1.0,1.0
73,Fo nɛ fo barkasa e keni mmalgakul monɛ a wɔ mmalgaba na to.,Fo nɛ fo barkasa e keni malgakur mo nɛ a wɔ malgaba na to.,0.3077,0.0652
74,Fo nɛ fo barkasa e keni mmalgaba na be kekama be mmalgakul be kapɔr.,Fo nɛ fo barkasa e keni mɛlga ba nɛ bɛ kɛ kamabee mɛlga kɔlbi kapɔr,0.5714,0.1667
78,"Kechali so, chanase bee pre kenishi nna n chala ajibi mobe kapro to.","Chali so, Chanasi bee pere kenishi nna nchala ajibi mo bee krɔtɔ.",0.6154,0.1667
86,Menye e ta menyebe atuwebi n nase bebiipo kikɛ be anishito.,menyeebi atobi nase bebipo kikɛ be anishito.,0.6364,0.2708
87,Ngbar kikɛ bee ta ebolbenchɛrga nna a kpaŋsi nko a lara kamalga be kefiito efuli.,ŋgbare kikɛ bee ta ebɔl penchɛrga nna akpaŋsoŋ ko a lara kemalga a bɛ kefito fuli.,0.7333,0.1667
93,Ngbar pɔtɛana kɔ ebolbenchɛrga be ntuŋ pɔtɛana nna.,ŋgvari pɔtɛana kɔ ebolbeŋ chɛrgabi ntuŋ pɔtɛana na,0.5,0.1395
97,Ade la amobe ako nna.,Hade laa mo be akɔrɔna.,1.0,0.25
104,Ashuŋ kpakpaso asa nɛ ku bee shuŋ ashi ngbar to.,Kaisaŋ pakpaso asa nɛ k bee shuŋ asheŋ gbar to.,0.5,0.2105
113,Ebolbenchɛrga bee tiŋ a laŋɛ mmalgaba ashi katuŋ ko to a yɔ katuŋ pɔtɛ to.,bɔchɛga bee tiŋ a laŋɛ melgabashi katuŋ ko to a yɔ katuŋ pɔtɛ to.,0.2,0.1695
117,Ebolbenchɛrga bee chɛrga mmalgaba be afiito nna.,Ebel chɛrga bee chɛrga malga b bɛ afito na.,1.0,0.2195
121,Ebolbenchɛrga e naaŋ shinɛ esa e pin amobe afiito nɛnɛ.,Bɔlunchaga e naaŋ shin nɛ e sa e pin amobɛ a fɛ ito nɛnɛ.,0.9,0.2
123,Ta fo gbagba be mmalgaba n delgeso ebolbenchɛrga be asheŋ so.,Ta fo gbagba be mɛlga ba ndɛlja so ebɔl deŋchɛrga be asheŋ so.,0.5455,0.16
125,Ta akeniso monɛ adaga n ŋinito Ngbanyato be ebolbenchɛrga be ntuŋso.,a keni so mo nɛ a daga. Ŋ ŋini to ŋgbanya to be ebɔl bɛŋcharga be ntuŋ so.,1.4545,0.1404
126,"Nɛ ntuŋso to, menye e buwito ebolbenchɛrga be ashuŋ to.","nɛ ntuŋ so to, menyi ebuwi to ebɔl beeŋ chɛ gabɛ a shuŋ to.",1.1,0.1364
131,Pin ebolbenchɛrga be katuŋ monɛ a wɔ mmalgaba nɛ bu sa na to.,peŋ ebɔl chɛrga bee katuŋ manɛ a wɔ malgaba nɛ bosa na to,0.6154,0.2083
134,Pin mmalgakul monɛ a kata mmalgaba monɛ bu sa na be ebolbenchɛrga.,Pin malga kuwɔl ma nɛ akata malga ba ma nɛ busa na bɛ ebolbin chɛrga.,1.0833,0.1481
141,Ta akeniso asa n ŋinito ebolbenchɛrga be ashuŋ ashi Ngbanyato.,N ŋini to ebɔlɛncha ga bɛ a shuŋ ashi ŋbanya to.,1.0,0.3846
143,Kaba ere bee buwito alakalkpra be kepin ashi kebɔaya nko kelijima to nna.,Kabɛri bee bugi to alakarkpabi kepin ashi kebaya ŋko kelajima to nna.,0.6154,0.1667
148,Kebɔaya to be lakal kpra ela kebɔaya na be kesheŋtirso tenini.,Kebaaya to bɛ lakakpra e la. Kebaaya na bɛ keshentirso tɛnnɛn.,0.8182,0.1961
160,Abɔaya ko bee kaa wɔtɔ nna a chɛ lakal kpra to ashi kelijima to.,Avaya ko bee kaa wɔtɔ nna achɛ lakalkpa to ashi keelijima to.,0.4286,0.08
184,Ta atuwebi na n karga amo nɛ a wɔ kaseto ere so.,a tubi na ŋ karga amo nɛ a wɔ kaseto ere so.,0.25,0.1389
186,Amo ela kekraŋ manaŋmanaŋ nɛ kechuleto n kraŋ.,Amɔilaki kraa manaŋ naŋ lɛ kechuli to ŋ kraŋ,1.0,0.2368
195,Kraŋ kaseto be kebɔaya ere.,kaaŋ kaseto be kibɔya ere.,0.4,0.1364
225,Chigeto lakal kpra monɛ fo pin na n sa bebiipo kikɛ.,Chigɛto la kakpra mo nɛ fo piya nna n sa bibiipo kikɛ.,0.7273,0.122
234,Ama nɛ bejunkparpo be mbii ka maŋ niŋi malɛ?,"Ama nɛ bejuŋkparpo be mbia ka maa niŋi malɛ,",0.3333,0.0857
244,Ku bee pɔr yɛrda n naa bra nkilgi nna.,Kuu bee pɔɛ yɛrdɔ Nabra n kilgi na.,0.8889,0.2069
246,Meeŋ pre kenishi a de kenunsa so mabe kabawɔtɔ to.,"Meeŋ pɛ kenishi ade kenuŋsa, so maa bɛ ka ba wɔtɔ to.",0.9,0.125
252,Kraŋ kaseto be kebɔaya ere n shin tuwe mbishi monɛ a bɛso na.,"Kraŋ kaseto gechɛbuayɛ ere, n shito e mbi shi mo nɛ abesɔ na.",0.6923,0.2292
257,Sukuru be enimu ela kejunkpar be nŋini ashi sukuru to.,Sokurbi enimu e la kejuŋkpa bee ŋini ashi sukuru to.,0.7,0.1364
278,Kede ela kananɛ esibɛpo bee nase mobe mfɛra nɛ abɔaya kasibɛ to.,Kedɛ e laa kananɛ esibɛpo bee nase mo be mfɛra nɛ abaya kasibɛ to.,0.5,0.0577
283,Kede ela kekeni fo gbagba be kakraŋ be enite saŋɛ na so feeŋ nu kebɔaya na m pe.,Kedi e la kikɛ keni fo gbagba be kakrambi enite saŋɛ na so fee nu kebɔya na m pɛ.,0.5556,0.1452
284,Kede bee ŋini fanɛ feeŋ tiŋ pin fanɛ kusɔnɛ fee kraŋ na fee pinto nko fo maa pinto.,Kedɛ bee ŋini fanɛ feeŋ tiŋ m pin fanɛ kusɔ nɛ fee kraŋ na fee pintoŋ ko fo maa pintoŋ.,0.3889,0.0615
290,Kekpal kama nɛ fee wɔrɔ na bee shi fobe kenyi dra monɛ fo chɛr a kɔ na to nna.,Kekpa kama nɛ fee wora na bee shi fo bee kenyi dra mo nɛ fo chɛr akɔna to nna.,0.4737,0.0678
295,Farfarbi ela bomin be alemfia nɛ eyilikpa be kaba junkparso.,Wɔlsabi la bɔmin be alɛnfia nɛ eyilikpa bee kaba juŋkpa so.,0.7,0.24
321,Bunyaŋ maŋ la kusɔnɛ ku beeŋ tiŋ bishi n sɔ nna ama kusɔnɛ ku bee fin a nase nna.,"Bunyaŋ maŋ la kesɔ nɛ k beeŋ tiŋ gbishi n sɔ nna, ama kesɔ nɛ k bee fin a nase nna.",0.3684,0.0806
322,"Kumo ela abaranyɔ kama be gbeltulase, kushuŋ to nko kachinato.",Kumo e la abranyɔ Kamabigbal tɔlase kushuŋ to ŋko kachɛ na to.,0.9,0.1176
333,Manɛ nɛ kumu na bee kaŋɛ fo kebɔaya na be lakal kpra la?,manɛ nɛ kumu na bee kaŋɛ fo kɛbɔya nɛ b la kade kraala.,0.4615,0.186
334,Pin n shin sibɛ kato junkparso nɛ kato nasepo na be mmalgafolmu na n nase.,Nshɛŋ sibɛ kato juŋkpa so nɛ kato nasepo na be malga fɔl mo na nase.,0.6,0.1864
335,Duwɔ esoso be kebɔaya na so n kii mmalgafol ana.,Esoso bɛ kebaya na so ŋ ki malga fɔlana.,0.7,0.2632
336,Pin kekraŋ n lurito be adabi anyɔ monɛ fo bii kaba ere to nna.,Pɛŋ kekraŋ nlɔrɛto bee adabi anyɔ manɛ fo bee kaba ere to nna.,0.4286,0.1667
338,Manɛ ela kekraŋ nɛnɛ(fluency) nɛ ketiseto(evaluation) be mbarga?,Ma nɛ e la kekraŋ nɛnɛ fɔlsoŋ nɛ kete stoŋ n viya beeŋ bɛrɛŋ baa ga.,1.75,0.4231
339,Ŋinito kakraŋ damta be adabi asa.,ŋini to kakraŋ damta bɛ adabi asaŋ,0.6667,0.0741
340,Ŋini kekraŋ n lurito nɛ kakraŋ damta be mbarga.,nyɛniki kraŋ n luri to nɛ k kraŋ damta bee m barga.,1.0,0.1579
357,Atiisobi be kushuŋ ngbar to ela mmalgaba pupɔr be kenyɛ.,Atɛsobi be kushuŋ gba to e la malga ba pɔpɔl be kenya.,0.8,0.1739
364,Atiisobi la ketere nɛ anye kɔ a sa kɔranishito nɛ kɔrmmanto kikɛ nna.,Atisobi la kete nɛ anyee kɔ asakɔranishito nɛ kɔrɔmaŋ to kikɛ na.,0.6923,0.125
368,Ketiisobi baaŋ mata kamalgabanio be anishito nɛ anyee tere kɔranishito.,Dɛ mata kamalgabaneo bɛ anishito nɛ a nyɛa tɛrɛkɔr anishito.,0.8,0.3115
370,Ketiisobi baaŋ mata kamalgabanio be kaman nɛ anyee tere kɔrmmanto.,"Ketisobi, baa maŋ ta kamalgabaniobi, kaman nɛ anyee tre kɔnɔ maŋ to.",0.9,0.1429
376,Ngbanyato etuto beeŋ kii betuto.,ŋga to eteto beeŋ ki beta to.,1.2,0.2963
380,Kilgi fo barkasa kutɔ n ŋinito asɔ monɛ a la atiisobi.,"Fɔɔ baa kasako to, ŋ ŋini to asɔ mo nɛ a la atiyosobi.",0.9091,0.3023
414,Atiisobi be ashuŋ kɔr ashi ngarana to.,etisobi bee a shuŋ kɔrashi ŋgarana to.,0.8571,0.129
415,A bee chɛto nɛ mmalgaba pupɔr be kenyɛ ashi kamalgabanio na to.,Abee chɛ to nɛ Mɛlgaba popɔr bee kenya ashi Kamɛlgabaniyo na to.,0.6667,0.1373
416,A bee chɛto a chɛrga mmalgaba ashi amobe katuŋ to a yɔ katuŋ pɔtɛ to.,Abee chɛ to a chɛr ga malga ba ashi amɔbi katuŋ to a yɔ katuŋ pɔtɛ to.,0.5333,0.0556
417,A bee chɛto a kuu ashuŋso be saŋɛ be apupu pupɔr.,be chɛto a ku ashɔnsobi saŋɛbi apopo popɔr,0.8182,0.2632
418,Atiisobi bee chɛto a chɛrga mmalgaba ashi saŋɛ be apupu ko to a yɔ kepɔtɛ to.,esopbeemɛtɛto echega malgaba ashi saŋɛ bee apopo ko to a yɔ kepɔtɛto.,0.625,0.2623
420,Atiisobi bee chɛto a chɛrga mmalgaba ashi akokoto a yɔ adamtato.,a chato bee chato a chɛrga malgaba ashi a koko to a yɔ Adamta to.,0.8182,0.1509
422,Atiisobi be kenyi bee chɛto nɛ ngbar be kabii nɛnɛ nɛ mmalgaba be kesibɛ n niŋi.,"Atisobi be kenyi, bee cheto nɛ ŋgbarbi ka bee nɛnɛ nɛ melga ba bɛ kesebi niŋi.",0.5625,0.1875
434,Pin atiisobi monɛ a wɔ mmalgaba ere to n shin pin atiisobi be ntuŋ mo to nɛ a wɔ.,Penatisobi mo nɛ awa margaba ere to asheŋ. Penatisobi be ntɔn mo tɔnɛ awa.,0.7895,0.2258
436,"Ntuŋso to, menye e ta atiisobi be katuŋ kama na n kuu mmalgaba beeŋ wɔrɔ ana.",And so so menyi e ta artesobi be katuŋ kamaana ŋko ŋmɛlgaba beeŋ wora.,0.75,0.3167
437,Blase n chigeto n naŋ ŋini fobe lakal to ebiikpa.,"Blesaŋ chige to, naŋ ŋini fo bɛ lakal to wɛ bee ka.",0.9,0.2564
445,M Meeŋ yɔ ama meeŋ bɛta m ba.,Meeŋ yɔ ama men betamba.,0.625,0.1905
447,"Ta fobe ebiikpa be lakal n chɛ fobe kumu to, n ŋinito asɔ monɛ a la achɛsobi.",Abuwabɛa bee gba bɛ la kaa la nchɛfobi kumo to a ŋini to a sa mo nɛ a laa echɛsobi.,1.0588,0.322
448,Achɛsobi damta e wɔ ngbarana to.,Echɛsobi damtae wɔ gbarana to.,0.6667,0.0769
449,Ama amobe asa be asheŋ nɛ anyeeŋ ji mfa.,Ama amo be asa bee asheŋ nɛ anyeeŋ jiŋfa.,0.5556,0.0645
458,Achɛsobi monɛ a bee baa mmalgaba nɛ mmalgafolshiŋ.,Chasobi mɔnɛ a bee baa malgaba nɛ malgapɔlshɛŋ.,0.5,0.1905
460,Ebɔrɛ monɛ n yɛrda na.,Ebɔrɛ mo nɛ n yɛr dana.,0.8,0.0
461,Kusɔ monɛ e kaŋɛ na daa wale.,Kusɔ mo nɛ kaŋɛ na daa walɛ.,0.4286,0.0909
467,"Nɛ anye kaŋ ji n luwe, anyeeŋ di.","nɛ anya kanji n luwe, anyeeŋ di.",0.375,0.0833
468,"Nɛ feeŋ tiŋ, baa wɔtɔ nɛ kayerwushi nɛ baasa kikɛ.","Nɛ feeŋ tiŋ, baa wɔtɔ nɛ kayɔrwushi nɛ basa kikɛ.",0.2,0.0513
469,"Pɔɛ nɛ kubeedibi na e tor, ku shi afuu gboŋ na be eleŋ to nna.","Pɔɔl nɛ kubɛdibi na etɔr, kushe afugboŋ na be eleŋ to nnaŋ.",0.6,0.1739
478,Kebawɔtɔ maŋ bɔ ama anyeeŋ wɔrɔ n keni.,Kebawatɔ maaŋ bɔ ama anyeeŋ worɔ ŋ keni.,0.5,0.129
480,Kebawɔtɔ maŋ du putɔputɔ ama anye kra kɔ tama.,"K baa wɔtɔ. M maaŋ di bɔtɔ wɔtɔ, ama anyee kraa kɔtɔ ma.",1.3333,0.3243
482,Sibɛ achɛsobi be akeniso asa kama n shin ta amo n shuŋ mmalgafol to.,Achesoobi bɛ Akeniso Asakama Esheta Ammɔ Nshɔn Malga Fɔto.,0.9286,0.3148
489,Bu kɔ amo nna a ta alakal gbɛ to a daŋɛ alakal gbɛ to monɛ a daŋ chɛr a wɔtɔ so.,B kɔ a mɔ nna a ta alaka gbɛ to a daŋ alaka gbɛ to mo nɛ a daŋ chɛr a wɔtɔ so.,0.381,0.0847
490,A bee ŋini asɔ monɛ a chikpar abar nna.,Bee ŋini asɔ mo nɛ achɛkpa abaŋ na.,0.6667,0.1667
491,A bee chɛto nna a lara asheŋ ŋiniso pupɔr monɛ a daŋ chɛr wɔtɔ so.,bee chɛ to nna a lara asheŋ ŋiniso popɔr mo nɛ a daŋ chɛr wɔtɔ so.,0.4,0.0392
492,A bee sa alakal monɛ a chikpar abar nna a tii amo nɛ a daŋ chɛr a wɔtɔ so.,A bee sa alaka mo nɛ a chɛkpa abar naa ti amo nɛ a daŋ chɛr a wɔtɔ so.,0.3684,0.0909
493,A bee ŋini kesheŋ nna nko kesheŋ ko be edɛnyɔso.,a bee ŋini kesheŋ na ŋ kɔ kesheŋ kubɛ ede nyɔɔso.,0.6,0.1842
495,Mbra kpra gberɛbi ko wɔtɔ nɛ a bee shuŋ achɛsobi be kabaso.,Mɛlga kparegberbi kuwɔtɔ nɛ a bee shuŋ achɛsobi bee kaba so.,0.6667,0.1702
498,"Achɛsobi bee baa afɛso, asheŋwɔrɔso nɛ mfɛra abarso nna.",Echesobi bee baa afɛ so asheŋ woraso nɛ nfɛra a ba so na.,1.1111,0.1522
501,Achɛsobi kɔ tɔnɔ nɛ asɔ be kekarga n nase be kabaso.,Kachɛsobi kɔ tɔnɔ nɛ asɔ bee kaka ga n nasebi kabasɔ,0.6364,0.1463
506,"Amobe ako ela kepalato, kepaŋ, ketiiso, kebirabarso nɛ adamta.","Amo be ako e la kepala to, kepaŋ ketii so, kebria baso nɛ adamta.",1.1111,0.06
510,Wanɛ e naa sa amo atere?,Wanɛ e naa sa amo a tre?,0.3333,0.0556
522,"Anye beeŋ tiŋ kuu kamalgaba na be sososo, mfrinto nko lalaluwe to.","Anirintiŋ ku kamɛlgaba nɛ bee so so so, nferinto ŋko lala luwe to.",1.0,0.2453
532,Mbɔŋ be mmalgaba ere kikɛ bu paŋ amo nna ashi Mbronito.,Mbombi malgaba ere kikɛ bɔ paŋ Ammɔ na ashi mbroni to.,0.7273,0.1591
537,Ku bee sa nɛ ngbar bee nyɛ eyilikpa lɛla.,,1.0,1.0
539,A chɛto nɛ anyee bii ngbar.,Echɛ to nɛ anyee beeŋ gba.,0.6667,0.2381
548,Delgeso atiisobi be ashuŋ ana kama.,Dɛljeso Atisobi baa shuŋ Anakama.,1.0,0.1379
550,Ji atiisobi be ashuŋ ana kama be asheŋ.,Jaanatiso bee bee ashuŋ anakama bee asheŋ.,0.75,0.2581
551,Ŋinito asɔ monɛ a la achɛsobi.,maŋ naa laa echɛsobi.,1.0,0.5
552,Pin achɛsobi be ntuŋso ashi Ngbanyato.,peŋ achɛso bibi ntuŋ so ashi ŋgbanya to.,1.1667,0.125
553,Ŋini mbarga monɛ a wɔ achɛsobi be ntuŋ monɛ fo pin na to.,ŋini m ba ga mo nɛ a wɔ achɛsobi bee ntuŋ mo nɛ fo pin nato.,0.7692,0.0455
554,Chaŋ achɛsobi monɛ a wɔ mmalgafol ere be nseto.,Champachɛsobi mo nɛ awɔ malga fɔl ere be nseŋ to.,0.8889,0.1316
555,Enana Dari bee kraŋ nɛ Amaabaŋɛ malɛ bee sibɛ.,"Nɛ na Darib bee kraa nɛ, ama baŋɛ malɛ bee sibɛ.",0.6667,0.1351
557,"Nɛ fo kaŋ bii, feeŋ pinto.","nɛ fo kambi, feeŋ pin to.",0.6667,0.1053
559,Meeŋ yɔ ama manɛ kabre.,Meeŋ yɔ ama ma nɛ kabre.,0.4,0.0
560,Mee sha busa nko amalo nna.,Misha busaŋko a malɛ wɔ na.,1.0,0.2857
561,Ŋinito mmalgaba pupɔr be kenyɛ be ekpaana.,Nini to malga ba popɔrbi kenyabi kpaana.,1.0,0.2
562,Pin mmalgaba pupɔr be kenyɛ be ekpaana asa kama ashi Ngbanyato.,Yawu nɛrapade nɛ malga be popɔrbi kenya be yɛkpaana a sa kama asheŋ gbanya to,1.0909,0.3846
563,Ŋinito mmalgaba pupɔr be kenyɛ be ekpaana be ntuŋ sa ashi Ngbanyato.,Nɛ Nito malga be popɔr bɛ kenyabi akpaana be ntuŋsaa ashi ŋgbanya to.,0.9167,0.1964
566,"Kabre, durnyaŋ be nchɛrga kɔ kechɛto ga n sa sukuru be kabla.","Kabrɛlɛ, durnyambi n chɛrga kɔ kechɛto ga nsaa sekurubi kabla.",0.6667,0.1667
571,"Mbishi na ela fanɛ, manɛ e bɛso?",Mbishi na e la fanɛ manɛ e bɛ so?,0.5714,0.0
575,"Kaba ere to, menye beeŋ bii ngbarbembra fanɛ mmalgafolshiŋ, afɛlto nɛ akurso.","Kaba ere to, menyi beeŋ bii gbarbembra fanɛ malga foe shɛŋ, a fɛl to nɛ a kɔr so.",0.9167,0.0952
585,Kefɛlto ela mmalgaba ka chuwɔ abarso n kii kamalgafol.,Kefɛl to elam malga ba kachowa abar so ŋ kiyi kamalga fɔl.,1.3333,0.1111
591,Ta fobe atuwebi na n karga fobe katuŋ peya so.,Tɔɔ etubi atubi na ŋkagafɔbi ka tu m peya so.,0.7,0.3611
593,Kamalgaba be kumu na e na kii kumobe ketere.,Kamalga ba bɛ kumu na e na ki kumobi keteri.,0.6667,0.1143
599,"Aterefolshiŋ, Ashuŋsofolshiŋ, Adelgesofolshiŋ, Adulwisofolshiŋ nɛ Achuwɔsofolshiŋ.",I kept full shame. I should so full shame. I didn't go so full shame. I didn't go so full shame. Now I too was so full shame.,4.6667,0.7123
600,Ghana be ngbar damta maŋ kɔ achuwɔsofolshiŋ ama adulwisofolshiŋ bre shi nna.,Ghana being badamta mankɔ achewasofoshim ama adɔrwososhimbre shiina.,0.8333,0.2344
602,Ketere be kamalgafolshiŋ be kapɔr kɔr abarto.,ketirebi kamalga fɔlshɛŋ be kapɔrkɔr abar to.,0.8571,0.1053
603,Keterefolshiŋ beeŋ tiŋ a la ketere nko katilemu koŋwule.,Ketirafɔlshim beeŋ tiŋ a la ketre ŋko kataa mo koŋwule,0.5556,0.2128
609,"Ashi keterefolshiŋ to, feeŋ tiŋ wu achɔ kamalgaba koŋwule.",ŋ shikɛ tfɔshin tu. Fintiŋ wu a chɔ kamalga ba koŋwule.,1.0,0.25
624,"Ntuŋso to, menye e kuu aterefolshiŋ asa.","Ntuŋ so to, menyee e ku atɛrfɔshɛŋ a sa.",1.0,0.2188
638,"Ashuŋsofolshiŋ monɛ a kɔ ashuŋso chɛtopo, ashuŋso gbagba nɛ amobe adelgeso.","Eshuŋ so fo shin mo nɛ a kɔ ashuŋ so chɛtopo, ashuŋ so gbagba nɛ amo be adargezo.",1.1818,0.0952
644,Akeniso e wɔ kaseto ere na.,Kinita baya wɔ kaseto ere na,0.3333,0.381
648,"Ntuŋso to, menye e kuu ashuŋsofolshiŋ asa.","Ntuŋ so to, menyi e ku a shɔŋso fɔlshɛŋ Asa.",1.0,0.1471
652,Kamalgafolshiŋ nɛ kumobe kamalgabamu la kedelgeso nɛ baa tere kedelgesofolshiŋ.,"Kamalga fɔlshin nɛ kumo bi, kamalga ba mɔla, kɛdɛl jeso nɛ baa tɛr kɛdɛl jeso fɔlshin.",1.3,0.2029
653,"Kedelgesofolshiŋ bee delgeso kushuŋso, kedulwiso nko kedelgeso ko so nna.","Kedɛl Jɛsɔ Fɔshin, Biedɛl Jɛsɔ kushunso Kedɛl Jɛsɔ kusɔ na.",1.0,0.5161
654,"Kedelgesofolshiŋ bee tuwe mbishi nna fanɛ manɛso, manɛ, nɛ saŋɛ mo.","Kasafasi bee ta safɔrshin bɛa to maŋ shin na fanɛ manɛ so, manɛ nɛ saŋɛ mo",0.9091,0.4074
659,"Ntuŋso to, menye e tol kedelgesofolshiŋ nɛ ku kɔ mmalgaba asa nko a chɔ loŋ.",ŋtoŋ so to men nya etɔl kedelgeso fɔlshɛŋ nɛ k kɔ malga ba asa ŋko a chɔ loŋ.,0.7333,0.1667
660,Kedulwisofolshiŋ be kamalgabamu ti baa la kedulwiso nna.,"Kedɔl wu so fɔlshim be kamɔlgabam, tebala, kedɔl wu so nna.",1.125,0.2083
676,"Ashi esoso be kekeniso ere to, keterefolshiŋ na e birito na.","Somba keniso Ɛretu, Kitayasen na ebiri to na.",0.8182,0.4583
679,Kushuŋsofolshiŋ na be kumu ela yɔ.,Kushu sofoshi nɛ b kumu elayɔ.,1.0,0.1786
683,Bu kɔ mmalgafolshiŋ nna a lara alakal efuli.,Bekɔŋ malga fɔrɛsheŋin nna alara ala kalɛ fɔlɛ.,0.875,0.3056
685,"Nɛ asheŋ be kebuwito be kabaso, mmalgafolshiŋ bee shuŋ kushuŋ kpra ga.",nɛ asheŋ bɛ kebuwuto bee kebaaso m malga fɔlshin bee shuŋ kushuŋkpra gaŋ.,0.8333,0.1404
689,Chaŋ mmalgafolshiŋ nɛ fo pin na be kekama be kamalgabamu be kaseto.,Malga fo shin nɛ fo pin na be kekama bee kamalga bumo be kaseto.,0.5,0.1818
697,Anye ka fo nɛ anye fin kaboŋ lɛla ko ashi kube be keyia be kefiito.,"Enyɛ kafɔ nɛ anyee fin kaboŋ lela ko, ashi kubɛbi keyabi kefɛto.",0.6667,0.2115
704,Kananɛ nchu na bee shile ajembu so na daa wushi to.,Kananɛnchu na bee shile ajembu so na daa wushi to.,0.1818,0.0
708,Ta fobe atuwebi n nase bebiipo kikɛ be anishito nɛ bu tiseto.,Tafɔ be atuwebi nase bebɛpo kikɛbi anishito Nebuti sa to.,0.75,0.1429
716,Kefɛlto la ngbarbembra be kaba chochobi nna.,Kefɛltola ŋgbarbembra be kaba chɔchobi nna.,0.5714,0.0541
723,Amaabaŋɛ wul kudoe pɔɛ n shin choŋ sukuru.,Bama baŋɛ wulku duɛ pɔɛŋ n shin chɔŋ sukuru.,0.75,0.1765
724,Senyo ɖa akplĕ hafi yi suku.,Siyoda Akpilo Hafi Yesuko,0.8333,0.3182
733,Afɛlto be ntuŋ nyɔ e wɔtɔ.,Pɛl to bɛ n tu nyɔhi wɔtɔ.,1.0,0.3
736,"Ku kɔ ewɔrɔpo nɛ kushuŋso, n naa yili kumobe kumu so a kɔ kefiito.",kwaja wɔ baaŋ wa ewabua nɛ e naa yili nɛ kumo be kumo so a kɔ kefito,0.8571,0.4314
737,Samaakuse nuu nchu na kikɛ.,Sa maa kusoe nuu nchu na kikɛ.,0.6,0.0455
738,Makafui ate ŋu ade tɔme gbe sia gbea?,M ba ka foe atɛ mo ade tɔmɛ gbɛsia gbɛa.,1.25,0.3103
745,Anyeeŋ tiŋ keni afɛltomu be ashuŋ so m barga amo to.,Enyɛn tiŋ keni afɛltimubi ashuŋso mbarga amo to.,0.6364,0.1463
751,Afɛltomu be ntuŋ ana e wɔtɔ nkpal amobe afii monɛ a bee ler efuli so.,Kɔrɛtɔŋ beeŋ tu mana nɛ wɔtɔŋ gpal amɔbɛa fiɛ mo nɛ a bee lɛ fule so.,0.8667,0.3889
758,Epeŋi bee ŋmiɛ kabre ga.,peŋi bee ŋmɛa kabrega.,0.8,0.1579
759,Nana bee fɛŋ atebi saŋɛ kama.,Nananɛfeng Atebi saŋɛ kama.,0.5,0.2609
762,Danye ɖaa nu ɣe sia ƒe.,Dranyɛ daa nu Esiafɛa.,0.8333,0.4118
