sample_id,reference,hypothesis,wer,cer
252,"Ko jege woŋo se ko ke de chega pam, negero de chega dim mo.","Ko jege woŋo se ko ke de chega pam, ni-gɛɛro de chega de nmo.",0.2143,0.1136
256,Ka taa sɛ nɔɔna nia yɔɔ yerane de nam ba jege kuri.,Kata sɛ nɔɔna nia yɔ yerane de nam ba jege kuri.,0.25,0.0513
257,Dé jege se dé bwei bwia mo se wonnu veere jase ne ko na maŋe.,De jege se de bwei-bia mo se wonnu veero jase ne ko ná maŋe.,0.4,0.1087
266,A wó kwaane se a taa ke zɔ-niiri a ŋwea ne.,A wó kwaane se a ta ke tɔn-niiri a nyɔ ne.,0.2727,0.2258
273,Ga tapane dem na wo kuri ne to se n daare n leiri bwia yam na saŋe to.,"Ta-á pa-ne dem na wó kuri ne to, se n daare n leiri bwia yam na saŋe to.",0.1667,0.0769
276,Laam ta na á leira yam á bere gurupa yadwonna yam.,Lam taane-na á leera yam a bere guru-pa yadwonna yam.,0.4545,0.1538
280,Sikuuli yuu tu wom mo ye dam-diru na ye paŋwa to sikuuli dem ne.,"Sekuli yuu tu wom mo ye, dam diru na ye paŋwa to sekuli dem ne.",0.2857,0.0816
319,Zura yera n ga tapane dem na wo kuri ne to.,Zura yera n ga ta pa-ne dem na wo kuri ne to.,0.1818,0.0
320,Kwɛɛm ye wo-cheɔ kolo na woli nabiinu yezura ye ko zeiŋi o yuu to mo.,ye wó che-o kolo na woli nabiinu yezura ye ko zé ŋi o yuu tomo.,0.4667,0.1698
336,Ma n tetere boboŋa n maŋe ‘boboŋ –kuri’ na ye kolo to se ko veere.,Ba n tete boboŋa n maŋe boboŋa kuri na ye kolo to se ko veere.,0.2,0.0833
338,Negero dae woŋo kolo n na wó fe nɔɔna se ba pa-m to amaa ko ye nmo tetere totoŋnaga mo wó pa se nɔɔna taa nege-m.,"Neguru dae woŋo kolo ná wó fe nɔɔna se ba pa-m to, a ma ko ye nmo tetere totoŋ-naga mo wó pa se nɔɔna taa nege-m.",0.1923,0.0588
339,Konto nam mo pa se nɔɔna yedaane nua.,Konto nam nmo pa se nɔɔna ye daane nwɛa.,0.5,0.1034
342,Nii ko na lamma tei n ná zo kelase pa se nɔɔno maama ware o dwoŋi de wopwolo.,"Nii-ko nam laam ma tei. Nmo ná zo kelaasa pa, se nɔɔno maama ware o jwoŋi de wopwolo.",0.3889,0.1186
345,Negero jege se te taa ye tento mo.,Negero jege se te ta ye tento mo.,0.125,0.0385
350,Tayuu kom tɛ bɛ mo ko tɔge de boboŋ-kuri delo na wo tapane dem wone to?,Ta-á yuu kom tɛ bɛ mo ko tɔge de boboŋ-kuri delo na wó ta pa-ne dem wone to?,0.3125,0.037
352,Ma tapuna yana n ma-n popone tapane dem na wo baŋa ne to kukuanu.,Nmo á puna yana n maŋe popone ta pa-ne dem na wo baŋa ne to kokooni.,0.5,0.2
357,Ka-ga lanyerane de zanem sere daane tɛ mo?,Kaga lanyerane de zane-m se de daane tɛ mo.,0.25,0.0303
358,Maŋe se ko veere ka-ga ka-gaale yiga nyenyero tetɔ.,"Mɛŋa se ko veere kaga, kagaale yiga, nyenyero te tɔge.",0.3333,0.1
359,Maŋe kolo na pae ka-ga ka-maŋe yiga de ka-ga ka-gaale yiga dae bedwe to.,"Mɛŋi kolo na pae kaga, ka maŋe yiga de kaga, ka gaale yiga dae bedwe to.",0.3571,0.037
376,Afegesa totoŋe taane wone ye se ko ma ko mɔ botarebu-doora mo.,"Anfajasa totoŋe taane wone ye se ko ma, ko ma botare bu-dɔɔra mo.",0.3333,0.1429
382,Afegese zege ko pae sɔfegesa naa perefegesa mo kuni dedɛ.,Parefajiru zege ko pae Sofajisa naa parefajisa mo kuni dedɛ.,0.3,0.3404
387,Perefegese bere we afegese dem tu botarebu wom boboa ne mo.,Prefegis bere we Ɛfegis dem tu botare bu wom boboa ne mɔ.,0.4545,0.1458
388,Nfegese ye afegese delo na tui botarebu tetare ne to mo.,N fɛgese ye á fɛgese delo na tui botare-bu tetare ne to mo.,0.3636,0.0667
389,Sɔfegese ye afegese delo na tui botarebu kweila ne to mo.,Sɔ-fe-gɛ se yei a fe gɛ se delo na tui botare bu kweela ne to mo.,0.9091,0.087
390,Sakumfegese de ye afegese dwi mo.,DIYON GLEBING!,1.0,0.8148
401,Gwaane de n dwoŋi se á maŋe se ko veere jase afegesa na ye kolo to.,Waane de n dwoŋi se á maŋe se ko veere ja se a fe jesa na ye kolo to.,0.375,0.0392
424,Banto maama nuŋi yere diga kam ne mo.,Banto maama nwoŋi yere diga kam ne mo.,0.125,0.069
431,Afegesa totoŋa ye dwi dwi mo.,Á fe jege se á totoŋe á ye dwi dwi mo.,1.1667,0.3043
432,Ya woli pae dé mɔɔne botarebu-doora.,jawoli pae de mɔɔne botare-bo Dora.,0.8333,0.1379
434,Ya woli pae botarebia leiri ba di.,Ya woli pae botare bia leiri ba di.,0.2857,0.0
436,Ya woli pae dé mɔɔne keimbotarebia na vei de maŋa berem.,"Ya woli pae de mɔɔne keim-botare-bia ná vei de maŋa berem,",0.1818,0.0444
437,Ya zeini pae botarebu wae o bere dedoa de kɔgɔ daane.,Ya zei-ne pae wo tare bu wae o bere dedoa de kɔgɔ daane.,0.3636,0.0476
439,Ya woli pae botarebia poponem tɔge chwei ye ba kuri ta ye mwale.,Ya woli pa ye botare-bɛa popone mo tɔge chwei ye ba kuri ka ye ŋɔɔle.,0.5385,0.1373
447,Á jeini na gurupa ne se á ma afegesa dwoa yam dedoa dedoa á ma á mɔ botarebudoora se ko yé muri botarebia bana bana.,"A jei ne na grupa ne se a ma a fɛgɛ se a doa yam dedoa. Dedoa a ma amo botare bu-duora, se ko yé muri botare bia bana.",0.64,0.1758
458,Buseseŋa kam laam dɔ mo kolo ŋwaane ka puga sua.,"Bu-sisiŋa kam laam dɔ mo, kolo ŋwaane ka puga swa.",0.2,0.0789
459,"Sia ywoo swoona ywoo, te maama wae te fɔge pɛɛla.",Sea ywo-swoona ywo. Te maama wɛ te fɔge Pɛla.,0.6,0.1579
460,O seene yia mo o toŋe pa se ko ke lanyerane.,Ko seene ya nmo wo toŋe pa se ko ke lanyerane.,0.3636,0.1212
464,Taleirina jege dwoa dwi dwi mo taane wone.,Teiri na jege doa dwi dwi mo taane wone.,0.375,0.0882
469,Dé wó bwɛ ya dedoa dedoa kuri ne.,Di wó bwɛ ya de doa de doa kuri ne.,0.625,0.04
478,Sana mo ywoo namwale balɔrɔ mo ywoo te maama ye wo balwaaro mo.,"Sana nmo ywo, na mwaale balɔrɔ nmo ywo, tei maama ye wo balwaaro nmo.",0.6154,0.14
479,Wɔ mo leena se á bwoŋi-o?,O mo le-na se a boŋe.,0.6667,0.3889
496,Ko na tu konto to ŋwaane mo o daa wo di gole dem maama.,Ko na tu konto to ŋwaane mo o daa wo de gole de maama.,0.1429,0.0488
497,Wεdam ná tu ywo seise o kwɛɛre chekke.,Wɛ dam ná tu ywo-seese se o kwɛ ero chekke.”,0.75,0.2
498,Ba na duri to ba luga.,"Ba na duri to, ba loga.",0.1667,0.0625
505,Wodiu wo ti kolo ŋwaane mini dem ba jaane mo konto to á baa di leile.,"Wodiu wó tei kolo ŋwaane mini dim ba jaane nmo konto to, pa ba de leilei.",0.5,0.1698
506,Akwo duri mo bɛŋwaane o ba lage taane ye bia bam ta chene.,Ba kwo duri mo bɛŋwaane o ba lage taane ye bɛa bam ta chene.,0.2308,0.0444
519,Ya woli mo pae dé wae dé gwaane takukua dedoa naa tacheiŋi de dedwoŋi daane.,Ya wolo nmo pae dé wae dé gwaane ta-kukwa dedoa na te cheiŋi de dé dwoŋi daane.,0.5333,0.0984
520,Dé mae ya dé gwaane boboŋa na bere veo to mo daane.,De maa ya de gwaane bobwoŋa na bere veo to mo daane.,0.3333,0.1026
521,Ya woli pae dé wae dé kwei boboŋa na bere sεεm to mo dé gwaane daane.,Ya woli pae de wae de kwei boboŋa ná bere sem to mo de gwaane daane.,0.3125,0.1132
522,A wó vu yaga kolo ŋwaane a lage wodiu mo.,A wó vo o yaga kolo ŋwaane a lage wodiu nmo.,0.3,0.0968
523,Dé mae ya dé gwaane boboŋa na bere veo to de yalo na bere sεεm to mo daane.,"Demaya de gwaane boboŋa na bere veo to, de yalo na bere sem to mo daane.",0.2778,0.0877
527,Wadɛ fenfee mo wora na bere dé na jege se dé taa mae taleirina dé toŋe tei to.,"Gwa de fenfee mo wora, na bere de na jege se de taa mae talerena de toŋe tei to.",0.3333,0.1167
529,"Taleirina lei boboŋa, kikia de wonnu mo daane.","Teleiri nalei boboŋa, kikia de wone mo daane.",0.375,0.0811
532,Taleirina mae ya pɔɔre botarebia na popone ya tɔge da kwaga to mo daane.,"Teili dem ná ma ya pɔɔre o taare bia, naa popone ya tɔge da-kwaga to mo daane.",0.7143,0.1897
544,Wɔ mo pae wonnu tem tento yera yam?,Wono mo pae wonnu tem tento yera yam.,0.125,0.1111
566,"Gwonim dem wae de gwoni botarebu wom boboa ne, tetare ne, naa kwola ne.",Wonim deim wae de gwoni botare-bu wom boboŋa ne tetare ne na ko lane.,0.4286,0.0909
590,Popone afegesa dwoa yam na ye yalo Kasem ne to.,Wopwoon Afegisa doa yam na ye yalo Kasem ne to.,0.3,0.1622
591,Bere afegesa yana Kasem ne.,"Bɛfragisa, yana kasem ne.",0.4,0.2727
592,Bwɛ kwata kwata afegesa totoŋa yana.,Wɛ kɔa kɔa ta a fɛ je-sa totoŋa ya na?,1.5,0.2333
594,Mɔ botarebia banu banu n pa afegesa dwoa yam Kasem ne.,Mo o bobo tera bia banu banu mo pa a fa ji sadoa yam kasem ne.,0.9091,0.2791
595,Maŋe taleirina na ye kolo to chekke Kasem ne.,Mɛŋe talerina na yei kolo to chekke kasem ne.,0.3333,0.0833
596,Popone taleirina dwoa yalo na wo Kasem ne to n tiŋi.,Pokwoŋa diri-na dwoa yalo na wo kasem ne to n teiŋi.,0.2727,0.1951
597,Maŋe taleirina dwoa yalo n na popone to na sere daane tei to.,"Bɛŋi taleri dem ná dua yalo n na popone to, na se de daane tei to.",0.5385,0.2292
598,Ma dwoa yam dedoa dedoa n na popone to maana n mɔ tapuna.,Ma-dwoa yam dedoa dedoa n na popone to ma na n mɔ taa poona.,0.4615,0.0909
599,Lɔ bibeiri taleirina yalo na wo tapuna yam wone to kuri ne.,Logo de bwei ta leiri na yalo na wo ta poni yam wone to kuri ne.”,0.6667,0.1915
600,Anutua di amaa o wo su wodiu kom.,"A nu-twoa di, a maa o wó su wodiu kom.",0.625,0.12
601,Kukura kam wei mo pa se ŋweena bam duri.,Kokura kam wɛi mo pa se ŋweena bam duri.,0.2222,0.0645
602,Sikuuli bia yuu tu ŋɔɔne de bia bam konto ŋwaane mo ba ye seei to.,Jekoli bia yuu-tu ŋɔɔne de bia bam konto ŋwaane nmo ba ye Seitu.,0.4,0.1373
603,Nɔɔno wom nɛ bia bam mo ye ba duri kolo ŋwaane ba fona mo.,"Nɔɔno wom nabia bam mo ye ba duri, kolo ŋwaane ba fona amo.",0.2143,0.0455
604,Maŋe se ko veere botarebia mɔɔnem chwodɛ na ye kolo to.,"Mɛŋi se ko veere botare-bia mɔɔnem chwo da, na ye kolo to.",0.2727,0.0682
605,Popone botarebia mɔɔnem chwodɛ sem wone setɔ Kasem ne n tiŋi.,Popwo n botare-bia mɔɔne n chwo-dɛ se n wone setɔ kasem ne n tiŋi.,0.5455,0.08
606,Maŋe se ko veere botarebia mɔɔnem chwodɛ sem dwoa yatɔ memaŋa.,Meŋe se kwo veere butare-bia mɔɔne-m chwo de sem dɔa yatɔ me maŋa.”,0.7273,0.1176
611,"Zem tento, wonnu jirim ye kolo na jege ŋwaane to mo tɔnɔ zamesem ne.",Zem tento wonnu jirim ye kolo na jege ŋwaane to mo tɔnɔ zamsem ne.,0.0714,0.0189
618,Dé wó ma wurobɔɔta dé leiri berena yuu ne dɛ dedoa?,Dé wom ma wolo bɔa ta de leiri bere-na yuu ni de dedoa.,0.6364,0.2
622,Dé wó ke bobwea poponem wadɛ baŋa ne.,De wó ke bobwea popone mo wae dɛ baŋa ne.,0.625,0.1034
630,Takukua ye botarebia mo tu daane ba mɔ tapuni.,Ta-n muri yeŋi o tɔɔre ne o ne ba mo Tapuni.,1.0,0.5135
659,Yere tacheiŋi (YrT) ye tacheiŋi dwi delo botarebu-yuu kom na ye yere to mo.,"Yere ta cheeŋi, yere ta cheeŋi dwi delo botare bu yuu kom na ye yere to mo.",0.5714,0.0862
661,Nii maana mo tento kuri ne.,Nii maana mo tento kuri ne.,0.0,0.0
662,Yere tacheiŋi (YrT) wae de ye yere (Yr) naa yereleirinu (YrL) yerane.,"Yero ta cheeŋi, yero ta n wae de yeyere. Nia nam yere leiri nu yalo na n yerane.",1.1667,0.2941
667,Kolo kolo wo seini botarebu-yuu kom.,Kolokolo wó seene bu-tare bu-yuu kom.,0.8333,0.1379
668,Botarebia na dwoi dedoa to wae ba wo yere tacheiŋi ne.,"O Tarabia na dwei dedoa to, wae ba wó yere ta cheeŋi ne.",0.5455,0.1163
670,Teibole dem na wo kuri ne to jege maana yanto dwi mo.,Tea bwoli dem na wo kuri ne to jege maana yanto dwei mo.,0.25,0.0976
686,Bu balaŋa ba fɔe vwa.,“N bɔɔ n bɛ a foŋa”?”,1.2,0.75
692,Boŋo kom zo diga kam?,Boŋo kom zo diga kam.,0.0,0.0
699,"Maana yalo na twoŋi to ne, botarebuyuu kom ye ‘daa’ mo ye botarebu wolo na seini ‘daa’ to ye ‘-memena’ mo.","Maana yalo o na toŋe to ne, botare bu yuu kom ye daa mo ye botare bu wolo na seeni daa to ye memena mo.",0.381,0.0519
701,"Dé ta wó maane we, botarebia balo maama na seini botarebuyum tem to wae ba tui botarebu-yuu daa kalo maama de.","Dé ta wó maane we, botare bia balo maama na seene botare bu-yum tem to wae ba tui botare bu-yuu daa kalo maama de.",0.3333,0.023
703,"Jeini na gurupa ne, laam mɔ na yere tacheiŋa yatɔ yatɔ.",Jeini n na guri pa ne laam mo na yere ta cheiŋa ya tɔge ya tɔge.,0.9091,0.1628
713,"Maana yalo na wo baŋa ne to, keimbotarebu tacheiŋi yedaa kam ye KbT - Kb.","Maana yalo na wo baŋa ne to, keim-botare bu ta cheiŋi yeda kam ye ke tei pe.",0.5714,0.1071
721,Maana yadwonna mo tento kuri ne.,Ba ná yadwonna nmo tento kuri ne.,0.5,0.1538
723,Bereno ta maa wo tu ywo!,Berenu ta ma wo tu ywo.,0.3333,0.1111
729,"Jeini na gurupa ne, mɔ na keimbotarebu tacheiŋa yatɔ.","Dwoni-na guri pa-ne. Nmo ná ke n botare bu, ta cheiŋa yatɔ.",1.2222,0.2093
739,Teibole dem na wo kuri ne to bere keinseini tacheiŋa maana mo de ya yedaa dwoa.,Tiiboli dem na wó kuri-ne to bere keim seeni ta cheŋa maana mo. De ya ye daa doa.,0.6875,0.1111
748,"Jeini na gurupa ne, laam mɔ na tapuna fuga na jege keinseini tacheiŋa to ya wone.","Jwoni na gurupa ne, laam mo na tapona fuga na jege kenseini ta-cheŋa to ya wone.",0.3125,0.0938
749,Kwaane na se á ma keinseini yedaa kam á ma-á toŋe.,"Wa-ne ná se a ma, ke n seeni ye daa kam a ma toŋe.",0.9091,0.2105
752,Yereseini tacheiŋi (YsT) ye tacheiŋi delo dem botarebu-yuu na ye yereseini to mo.,Yero seeni taa cheiŋi. Yista n ye taa cheiŋi delo dem botare-buyuu na ye yero seeni to mo.,0.7692,0.1385
753,Yereseini tacheiŋi dem seini yere naa yereleirinu mo.,Yeri-seini taa cheiŋi dem seeni yere naa yere leeri ne mo.,0.875,0.1111
758,Tiobu wom ye kukwolo mo.,"Two bu wom, ye ku kolo mo.",0.8,0.1053
759,Bu wom dae dedɔrɔ chekke na?,Gugum dae dedɔro chekena.,0.8333,0.2273
760,O zo gɔrɔ nasoŋo chɔe mo!,O zu gɔrɔ na soŋe o chɔge nmo.,1.0,0.2105
762,Ayaga yeigi pupu nadoŋo wam.,A yaga yɛ ke popo nadwoŋi o wane.,1.6,0.4348
765,Konto ye tacheiŋi mo na bere woŋo.,Konto ye ta cheiŋi mo na bere woŋo.,0.2857,0.0
782,"Maana yam na wo baŋa ne to, yere tacheiŋi dem poponem mo tiini de zwori to.","Baŋa yam na wo baŋa ne to, ye de ta cheiŋi dem popone mo teene de zoore te.",0.5625,0.1897
783,Botarebia balo maama na daare ye ba wo zwori to ye keimbotarebu tacheiŋi mo.,"Botarebia balo maama ná daare ye, ba wo zoore to ye keim-botare-bu ta cheiŋi mɔ.",0.3571,0.0645
784,Botarebu-yuu kolo na wo keimbotarebu tacheiŋi dem wone to ye di mo.,Botarebu yuu kolo na wo keim Botarebu ta cheiŋi dem wone to ye di mo.,0.5,0.0
790,Ba mae tacheiŋi ba bere boboŋa.,Ba maa ye ta cheiŋi ba bere boboŋa.,0.6667,0.08
802,Dé na yɔɔre dé yi da to mo dé vei dé beeri jei-ŋoŋa konkwara kuri ne.,De na yɔɔre de yi da to mo de vei de beeri jei ŋoŋa konkɔda kuri ne.,0.4375,0.1346
808,"Jeini na gurupa ne, laam tigisi tacheiŋi dwoa maana yam (a.",Jeini naguri-pa ne laam tete ta cheiŋi doa maana yam.,0.6364,0.1739
812,Ta n leira yam n bere kelase dem se á bwε ya wone.,Ta-n leiri yam n bere kelaase dem se á bwɛ ya wone.,0.3846,0.0811
820,Takukua ye taane mɔɔnem wo woŋo mo.,"Tɔ. Kokoa, ye taane mɔɔne nmo wo woŋo nmo.",0.7143,0.2143
828,Bia bam tigi diga ne mo.,Vɛa bam tigi diga ne mɔ.,0.3333,0.1667
830,Takukwi dwoa yalei mo wora.,O kwei tu la yalei mo wora.,0.8,0.3636
835,Maana yam dedoa dedoa na wo baŋa ne to wae ya zege ya yerane ye ya jege kuri.,Maana yam dedoa dedoa na wo baŋa ne to wae ya zege ya yerane ye ya jege kuri.,0.0,0.0
839,Beeri na takuku-dεεra dwoa yana ntanεεte baŋa ne.,"Barry ná ta koko déera, doa yé na? N ta-n ye tei baŋa ne.",1.375,0.325
841,Takuku-dεεra dwoa yana mo wora ko tɔge de ya na lage ya bere naa ya ta kolo to.,"Togu-kodiira doa, ya ná nmo wora ko tɔge-dɛa, ná lage ya bere na ya ta kolo to.",0.5556,0.2
842,"Yanto mo ye; taane, fefeo, bwia de ŋwana.","Janto mo yei, taane, fefeo, bwia de ŋwa na?",0.5,0.0667
846,Dé wó bobo tɛɛsa yam zem.,Dei we bobo tɛ sayam zem.,0.6667,0.2105
849,Fefeo takukwi sem wae se ba jege taankugu.,Fefeo ta ko kwi se n wae se ba jege taane koguri.,0.875,0.1765
852,N wó wane n pa botarebia na mae ba bwei bwia Kasem ne to maana na?,Nmo wó wane n pa botare bia na maa ba bwei bwia kasem ne to ma na nae.,0.375,0.1
857,Wɔ mo ye n bereno?,Wɔ mo ye Thibirinu.,0.4,0.4615
860,Ka yeini ka sale de takukudɛɛre mo se ka kuri nuŋi jase.,Ka yeini ka sale de ta ko kodɛre mo se ka kuri nwoŋi jaase.,0.4167,0.1364
861,Konto ŋwaane mo ba bwoi ka we takukunabwonu to.,Konto ŋwaane mo bá bwei ka we ta koko nabwono to.,0.5556,0.1316
866,"Alɔɔ na vei kara to, o vage mo.","O na vei kara to, o vage mo.",0.125,0.1818
867,O saŋe kolo ŋwaane o kana mo wae.,O saŋe kolo ŋwaane o kana mo wae.,0.0,0.0
868,Kwara wó yeigi o zola yam se o laam ba sɔŋɔ.,Wara we yage o zola yam se o laam ba sɔŋɔ.,0.2727,0.1515
869,Bibeiri mo lɔge takuku-nabwona bam kuri ne tapuna yam na wo baŋa ne to wone.,Bibeiri mo lɔge takoko nabwona bam kuri ne. Tapona yam na wo baŋa ne to wone.,0.2,0.05
878,A yei baaro wolo na tu ywo to.,ye yei baaro wolo wó na tui-o to.,0.5,0.2727
879,Jeiga kam mɛ ba kwɛ to lamma.,Jega kam mɛ ba kwɛ to laam ma,0.4286,0.0909
880,Kwei tɔnɔ kolo n na popone to n pa ne.,Kwei tɔnɔ kolo n na popone to n pa-ne.,0.2,0.0
881,Dé nɛ tiabu napwoŋo kom na jei to.,Dé né tɛa bu nakwoŋo kom na jei to.,0.5,0.1154
890,Yere takukua taankugu zega jei ne.,Eere ta ko kwoa taane kugu zega jei ne.,1.0,0.1786
891,Bu wolo na di yiga tɛɛsa yam ne to jwoŋi pɛɛra.,Bu wolo na de yiga tɛ sayam ne to jwoŋi pɛɛra.,0.2727,0.0556
892,Kaane wolo na yeigi natera yam to kε diim mo.,Kaane wolo na yeigi natera yam to Kadiim mo.,0.2,0.0286
895,A jeeri tɔɔno wolo na go gweeru wom to.,Ajeeri tɔgeno wolo na go gweero wom to.,0.4444,0.1
899,Keinseini takukua ye takukua kalo na ke keinseini totoŋa tapuni wone to mo.,"Ki-seeni ta ko koa, ye ta ko koa. Kalo na ke keim-seeni totoŋa ta pone wone to maa.",0.8462,0.2097
904,O guli maŋa kalo o na yage sɔŋɔ to.,O wó guli maŋa kalo o na yage sɔŋɔ to.,0.1111,0.0769
